qid,question,gold_answer,gold_answer_aliases,group,instruction_type,run,instruction_used,step,text,n_tokens
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,shorten,2,"Improve accuracy, clarity, and conciseness of language.",3,"NEW DELHI — The Allahabad High Court on Friday acquitted Moninder Singh Pandher in the ""house of horrors"" case but upheld the death sentence of his domestic worker, Surinder Koli. Pandher was initially sentenced to death by a lower court for the rape and murder of a 14-year-old girl, one of 19 victims discovered near Noida, a New Delhi suburb. Though not a primary suspect at first, Pandher was subsequently charged as an accomplice. His lawyer, Sikandar B. Kochar, maintained that Pandher was in Australia at the time of the crimes. Pandher still faces charges related to the other 18 murders and could remain in custody.",141
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,0,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,0,"Elaborate on the content, adding relevant details while staying faithful to the source text.",1,"NEW DELHI, India (CNN) -- The Allahabad High Court on Friday delivered a verdict in the notorious ""house of horrors"" case, acquitting Moninder Singh Pandher, a wealthy businessman who had been sentenced to death by a lower court in February. Pandher was accused alongside his domestic worker, Surinder Koli, in the brutal rape and murder of a 14-year-old girl, which was part of a series of 19 horrific killings of children and young women in the Noida area, a suburb of New Delhi. The case, considered among the most gruesome serial killings in India in recent years, gained significant attention after human remains in plastic bags were discovered near the suspects' residence. Initially, Pandher was not regarded as a primary suspect by investigators, but he was later included as a co-accused during the trial proceedings. Pandher’s legal counsel, Sikandar B. Kochar, confirmed to CNN that Pandher was in Australia at the time of the teen’s murder and was not present in the country. However, Kochar noted that Pandher still faces trial in connection with the other 18 killings, and he may continue to be held in custody pending further judicial processes. Meanwhile, the death sentence for Surinder Koli was upheld by the high court.",263
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,0,"Elaborate on the content, adding relevant details while staying faithful to the source text.",2,"NEW DELHI, India (CNN) -- The Allahabad High Court on Friday issued its decision in the widely publicized ""house of horrors"" case, overturning the death sentence previously handed to Moninder Singh Pandher, a prominent businessman. Pandher had been convicted alongside Surinder Koli, his domestic helper, in the brutal rape and murder of a 14-year-old girl. This crime was one of a series of 19 shocking incidents involving the murders of children and young women in and around Noida, a major suburb of New Delhi. The case captured national attention after the discovery of several human remains, packed in plastic bags, near the suspects' home. Although initial police investigations did not focus on Pandher as a key suspect, he was subsequently added as a co-accused during the trial. Pandher’s attorney, Sikandar B. Kochar, confirmed to CNN that his client was in Australia at the time of the girl’s murder and thus could not have been physically present in India during the crime. Nonetheless, Pandher remains implicated in the other 18 cases and may continue to be detained as legal proceedings related to those charges progress. In contrast, the high court upheld the death sentence for Surinder Koli in connection with the murder of the teenager.",260
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,0,"Elaborate on the content, adding relevant details while staying faithful to the source text.",3,"NEW DELHI, India (CNN) -- The Allahabad High Court delivered its verdict on Friday in the sensational ""house of horrors"" case, reversing the death sentence previously imposed on Moninder Singh Pandher, a well-known businessman. Pandher had been found guilty alongside Surinder Koli, his former domestic worker, in the heinous rape and murder of a 14-year-old girl. This incident was part of a disturbing series of 19 cases involving the murders of children and young women in and around Noida, a significant suburb of New Delhi. The case garnered extensive national media coverage after police uncovered multiple human remains, carefully packed in plastic bags, close to the suspects' residence. Initially, the police investigation did not target Pandher as a primary suspect. However, during the course of the trial, he was included as a co-accused. Pandher’s legal representative, Sikandar B. Kochar, confirmed to CNN that his client was in Australia at the time the girl was killed, making it impossible for him to have been in India when the crime occurred. Despite this, Pandher is still facing charges in the remaining 18 cases and may remain in custody as those trials continue. In a contrasting decision, the high court upheld the death sentence for Surinder Koli specifically in relation to the murder of the teenager.",272
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,1,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,1,"Expand the text with more context, without introducing information that is not supported by the original.",1,"NEW DELHI, India (CNN) -- In a decision announced on Friday, the Allahabad High Court in northern India acquitted Moninder Singh Pandher in a high-profile case involving the gruesome murder of a 14-year-old girl, which had been referred to by Indian media as ""the house of horrors."" Pandher, a wealthy businessman, had previously been sentenced to death by a lower court in February alongside his domestic employee, Surinder Koli, in connection with the rape and murder of the teenager. The pair had been convicted for this crime, which was one of 19 shocking incidents involving children and young women in the area. While Koli's death sentence was upheld by the high court, Pandher was found not guilty in this particular case. According to his lawyer, Sikandar B. Kochar, Pandher was not considered a main suspect at the outset and was called as a co-accused only during the trial. Kochar also stated that Pandher was in Australia at the time of the teenager's death. Pandher still faces trial in connection with the other 18 alleged killings and may remain in custody during legal proceedings.",232
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,1,"Expand the text with more context, without introducing information that is not supported by the original.",2,"NEW DELHI, India (CNN) -- The Allahabad High Court announced its verdict on Friday in a sensational case that had gripped the nation. In this decision, the high court acquitted Moninder Singh Pandher, a wealthy businessman, in the high-profile murder of a 14-year-old girl, a crime that the Indian media dubbed ""the house of horrors."" Earlier, a lower court had sentenced both Pandher and his domestic employee, Surinder Koli, to death in February, convicting them for the rape and murder of the teenager. This incident was among 19 disturbing cases of violence against children and young women in the region. The high court upheld Koli's death sentence but ruled that Pandher was not guilty in this specific case. Pandher's lawyer, Sikandar B. Kochar, said that Pandher was not considered a primary suspect initially and was only charged as a co-accused during the trial. Kochar also noted that Pandher was in Australia at the time of the girl's death. Despite this acquittal, Pandher continues to face charges related to the other 18 alleged murders and may remain in custody as those legal proceedings continue.",239
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,1,"Expand the text with more context, without introducing information that is not supported by the original.",3,"NEW DELHI, India (CNN) -- On Friday, the Allahabad High Court delivered its decision in a case that had attracted widespread attention across India. The court acquitted Moninder Singh Pandher, a prominent businessman, in connection with the murder of a 14-year-old girl, a crime that had been widely publicized by Indian media under the name ""the house of horrors."" Previously, a sessions court had found both Pandher and his domestic worker, Surinder Koli, guilty and sentenced them to death for the rape and murder of the teenager. This particular case was one of 19 shocking instances of violence against children and young women in the area. The high court maintained Koli's death sentence but determined that Pandher was not guilty in this case. Pandher's legal representative, Sikandar B. Kochar, stated that his client had not been considered a main suspect at the outset and was only charged as an accomplice during the trial. Kochar also pointed out that Pandher was in Australia when the girl died. However, Pandher remains in custody as he is still facing charges in connection with the other 18 alleged crimes.",233
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,2,,0,"NEW DELHI, India (CNN) -- A high court in northern India on Friday acquitted a wealthy businessman facing the death sentence for the killing of a teen in a case dubbed ""the house of horrors.""



Moninder Singh Pandher was sentenced to death by a lower court in February.



The teen was one of 19 victims -- children and young women -- in one of the most gruesome serial killings in India in recent years.



The Allahabad high court has acquitted Moninder Singh Pandher, his lawyer Sikandar B. Kochar told CNN.



Pandher and his domestic employee Surinder Koli were sentenced to death in February by a lower court for the rape and murder of the 14-year-old.



The high court upheld Koli's death sentence, Kochar said.



The two were arrested two years ago after body parts packed in plastic bags were found near their home in Noida, a New Delhi suburb. Their home was later dubbed a ""house of horrors"" by the Indian media.



Pandher was not named a main suspect by investigators initially, but was summoned as co-accused during the trial, Kochar said.



Kochar said his client was in Australia when the teen was raped and killed.



Pandher faces trial in the remaining 18 killings and could remain in custody, the attorney said.",269
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,2,"Add more detail, keeping every fact grounded in the source material.",1,"NEW DELHI, India (CNN) -- The Allahabad High Court on Friday cleared Moninder Singh Pandher of charges related to the rape and murder of a 14-year-old girl, whose case became known as the ""house of horrors."" However, Surinder Koli, Pandher's domestic employee, had his death sentence confirmed by the high court, according to Pandher's lawyer Sikandar B. Kochar. 

In February, a lower court had sentenced both Pandher and Koli to death for the crime. The victim was one of 19 individuals—mostly children and young women—murdered in a series of horrific killings near Noida, a suburb of New Delhi. 

Authorities discovered body parts, packed in plastic bags, near Pandher and Koli's residence, which led the Indian media to refer to the property as a ""house of horrors."" Initially, Pandher was not considered a primary suspect by investigators. He was later included as a co-accused during the trial. Kochar stated that Pandher was in Australia at the time the 14-year-old victim was killed. 

Pandher still faces trial in connection with the other 18 killings and may remain in custody during the proceedings, Kochar added.",255
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,2,"Add more detail, keeping every fact grounded in the source material.",2,"NEW DELHI, India (CNN) -- The Allahabad High Court on Friday acquitted Moninder Singh Pandher of the charges related to the rape and murder of a 14-year-old girl, a case that gained infamy as the ""house of horrors."" In contrast, the court upheld the death sentence previously imposed on Surinder Koli, Pandher's domestic employee, according to Pandher's lawyer Sikandar B. Kochar. 

Earlier, in February, a sessions court had convicted both Pandher and Koli, sentencing them to death for the crime. The victim was among 19 individuals—predominantly children and young women—whose murders occurred in a series of brutal incidents near Noida, a satellite city of New Delhi. 

Police investigations revealed human remains, dismembered and stored in plastic bags, at a property linked to Pandher and Koli, prompting widespread media coverage that labeled the site as the ""house of horrors."" Initially, Pandher was not regarded as a main suspect by investigators; he was added as a co-accused during the judicial trial. Pandher's legal team asserted that he was in Australia at the time of the victim's death. 

Despite his acquittal in the 14-year-old girl's case, Pandher continues to face trial on charges connected to the other 18 murders and may remain in custody pending those proceedings, Kochar added.",285
./cnn/stories/42d01e187213e86f5fe617fe32e716ff7fa3afc4.story,The court aquitted Moninder Singh Pandher of what crime?,rape and murder,rape and murder,content,elaborate,2,"Add more detail, keeping every fact grounded in the source material.",3,"NEW DELHI, India (CNN) -- The Allahabad High Court on Friday acquitted Moninder Singh Pandher of all charges related to the rape and murder of a 14-year-old girl, a case that became notorious due to the discovery of numerous dismembered human remains at a property in Noida, a satellite city of New Delhi. This property, associated with both Pandher and his domestic employee Surinder Koli, was referred to in media coverage as the ""house of horrors"" following the shocking discovery of the remains, which were stored in plastic bags. 

According to the court, Surinder Koli’s death sentence was upheld in the same proceedings, while Moninder Singh Pandher’s conviction was overturned. Earlier, in February, a sessions court had found both men guilty and sentenced them to death for the murder of the 14-year-old girl. The victim was one of 19 individuals, mostly children and young women, whose murders were part of a series of heinous crimes near Noida. 

During the investigation, police recovered the remains from the property, leading to extensive media attention and the infamous nickname. Notably, Pandher was not considered a primary suspect initially and his legal counsel, Sikandar B. Kochar, maintained that Pandher was in Australia at the time of the victim’s death. The high court’s ruling found Pandher not guilty in relation to this specific case, but he still faces separate trials regarding the other 18 murders. Kochar also stated that Pandher may remain in custody pending the outcome of these additional proceedings.",319
