qid,instruction_type,run,first_hit_step,duration,event_observed
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,formality,1,1,3,0
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,formality,2,1,3,0
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,paraphrase,0,2,2,0
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,paraphrase,1,1,3,0
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,paraphrase,2,2,2,0
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,shorten,0,2,1,1
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,shorten,1,2,2,0
./cnn/stories/cc420f3c4c9b3d1385f1e8a3d4049a67a518d3eb.story,shorten,2,1,2,1
./cnn/stories/d0fa8b17b57dd9628bea6c74b89d389b653a3612.story,paraphrase,1,2,2,0
./cnn/stories/dd0c91321b10ce166b82bc566994556b334c9f19.story,elaborate,0,2,1,1
./cnn/stories/dddcf4ea66a65993902f9a63b3e294dc1db04d45.story,elaborate,0,2,2,0
./cnn/stories/dddcf4ea66a65993902f9a63b3e294dc1db04d45.story,paraphrase,0,2,1,1
./cnn/stories/dddcf4ea66a65993902f9a63b3e294dc1db04d45.story,paraphrase,1,3,1,0
./cnn/stories/dddcf4ea66a65993902f9a63b3e294dc1db04d45.story,paraphrase,2,1,1,1
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,elaborate,1,1,2,1
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,elaborate,2,1,3,0
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,formality,1,1,2,1
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,formality,2,1,2,1
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,paraphrase,1,1,2,1
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,shorten,0,1,3,0
./cnn/stories/e57030df902c8e2413762b34c13ce023057759ff.story,shorten,1,1,3,0
./cnn/stories/e6e18ab37963a8c075a503055061a3ca6745abdc.story,elaborate,2,1,1,1
./cnn/stories/e6e18ab37963a8c075a503055061a3ca6745abdc.story,paraphrase,0,2,1,1
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,elaborate,0,1,1,1
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,elaborate,1,1,1,1
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,paraphrase,0,1,3,0
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,paraphrase,1,1,1,1
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,paraphrase,2,1,1,1
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,shorten,0,1,3,0
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,shorten,1,1,3,0
./cnn/stories/e72908e7399b7b7482f8d199ec838b46ea7775cb.story,shorten,2,1,2,1
./cnn/stories/e86db210f7eadc6e4ee876bfdbe2b7920284ad83.story,elaborate,2,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,elaborate,0,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,elaborate,1,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,elaborate,2,2,2,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,formality,0,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,formality,1,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,formality,2,1,2,1
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,paraphrase,0,2,2,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,paraphrase,1,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,paraphrase,2,1,1,1
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,shorten,0,1,3,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,shorten,1,2,2,0
./cnn/stories/eb36fc1a10215db3b049a6b1de5ca225cda64992.story,shorten,2,2,2,0
./cnn/stories/ecba4bd57a776abcb97795b4e4862daf2836d0c0.story,elaborate,1,3,1,0
./cnn/stories/ecba4bd57a776abcb97795b4e4862daf2836d0c0.story,elaborate,2,3,1,0
./cnn/stories/ed723854f13a94904622009218cb2baa11efd6a7.story,elaborate,1,1,1,1
./cnn/stories/ed723854f13a94904622009218cb2baa11efd6a7.story,paraphrase,0,1,1,1
./cnn/stories/f05838711d8ba0643a6cdc6fc9858a3e6381515c.story,formality,0,3,1,0
./cnn/stories/f1ed66fecd9f0bfd0d8aa3d0f1f32a86674f4589.story,paraphrase,0,1,1,1
./cnn/stories/f1ed66fecd9f0bfd0d8aa3d0f1f32a86674f4589.story,paraphrase,2,3,1,0
./cnn/stories/f1ed66fecd9f0bfd0d8aa3d0f1f32a86674f4589.story,shorten,0,1,1,1
./cnn/stories/f1ed66fecd9f0bfd0d8aa3d0f1f32a86674f4589.story,shorten,2,1,2,1
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,elaborate,0,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,elaborate,1,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,elaborate,2,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,formality,0,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,formality,1,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,formality,2,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,paraphrase,0,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,paraphrase,1,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,paraphrase,2,2,2,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,shorten,0,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,shorten,1,1,3,0
./cnn/stories/f3f934ef7f19642d44da7678c06a859f103363b1.story,shorten,2,1,3,0
./cnn/stories/f5c70593825da66a07c3ddffdefe09b7321a1371.story,shorten,1,1,1,1
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,elaborate,0,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,elaborate,1,1,1,1
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,elaborate,2,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,formality,0,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,formality,1,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,formality,2,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,paraphrase,0,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,paraphrase,1,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,paraphrase,2,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,shorten,0,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,shorten,1,1,3,0
./cnn/stories/fd32589b6eec37be799b1e103b1cd01d7969ce0f.story,shorten,2,1,3,0
