qid,group,instruction_type,run,step,fact,check1_label,check1_raw,check2_label,check2_raw,final_taxonomy
3hop1__19768_19788_10117,content,elaborate,0,1,Myanmar Himalayas has a subtropical climate.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,1,Myanmar Himalayas has cold winters.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,Myanmar Himalayas has snowfall.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,Islam is the predominant religion in Southeast Asia.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,0,1,The majority of Muslim adherents are found in Malaysia.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,1,The Jefferson Memorial Forest is in the Knobs region.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,"The Jefferson Memorial Forest covers an area of 16,000 acres.",neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,It provides a vast natural area for recreation.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,It is within the city limits.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,Greece is classified under the Boreal Kingdom.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,1,East Lake is in the USA.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,It receives water from snowmelt.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,It has an average depth of .,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,It covers an area of .,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,It is the richest biome in terms of species diversity.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,It is divided into four geographical regions.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,The regions are running from north to south.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,The country has savannas.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,1,Brazil holds the record for the most titles.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,Hindus have a significant presence.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,1,Zhejiang has temperate forests.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,The region houses the second-largest tropical rainforest in the world.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Northern Vietnam experiences a subtropical climate.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Northern Vietnam experiences cold winters.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Northern Vietnam experiences occasional snowfall.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,The area has a typical climate.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,Islam dominates the religious landscape in Southeast Asia.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,The majority of Muslims reside in Malaysia.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,2,The majority of Muslims reside in the Southern Philippines.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,2,"It is 16,000 acres.",neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It is for recreation.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It is for conservation.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It is within the city limits.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,Greece is in the Boreal Kingdom.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,2,The country's flora is unique.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,The country's fauna is unique.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,Zhejiang's religious landscape is dominated by Chinese folk religions.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Zhejiang's religious landscape is dominated by Taoist traditions.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,2,Zhejiang's religious landscape is dominated by Chinese Buddhism.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,It is sustained by snowmelt.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It is sustained by hot springs.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It has an average depth of 20 feet.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It covers an area of 17.5 square miles.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It is the richest biome in terms of species diversity.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,It exemplifies traditional village life.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,It exemplifies architectural heritage.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,2,Brazil holds the record for the most titles.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Brazil is dominant in the sport.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Hindus are present.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,2,Zhejiang's rich biodiversity is highlighted by the Chinhai spiny newt.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,This region is home to the world's second- largest tropical rainforest.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,Northern Vietnam experiences a subtropical climate.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,Northern Vietnam experiences cold winters.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,Northern Vietnam experiences occasional snowfall.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The area has a typical climate.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,Islam dominates the religious landscape in Southeast Asia.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The majority of Muslims reside in Malaysia.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,The majority of Muslims reside in the Southern Philippines.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,"The Jefferson Memorial Forest covers 16,000 acres.",neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,This expansive green space is within the city limits.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It showcases the ecological richness of the area.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,The Theravada tradition is part of Buddhism.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Vajrayana tradition is part of Buddhism.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Theravada tradition has unique characteristics.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Mahayana tradition has unique characteristics.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Vajrayana tradition has unique characteristics.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Theravada tradition has cultural influences.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Mahayana tradition has cultural influences.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Vajrayana tradition has cultural influences.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,Greece is classified under the Boreal Kingdom.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,The World Wide Fund for Nature classifies Greece under the Boreal Kingdom.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,The European Environment Agency classifies Greece under the Boreal Kingdom.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,Zhejiang's religious landscape is dominated by Chinese folk religions.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,Zhejiang's religious landscape is dominated by Taoist traditions.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,Zhejiang's religious landscape is dominated by Chinese Buddhism.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,It is sustained by snowmelt.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It is sustained by hot springs.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It has an average depth of 20 feet.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It covers an area of 17.5 square miles.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It is the richest biome in terms of species diversity.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,This rainforest is a hotspot for conservation efforts.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,It exemplifies the traditional village life.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It exemplifies the architectural heritage.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,It has cobblestone streets.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,Brazil holds the record for the most titles.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,Brazil is dominant in the sport.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The tournament has a global reach.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,The tournament has a competitive spirit.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,The tournament is one of the most watched sporting events in the world.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The Pink City of Jaipur is in the state.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,Zhejiang's rich biodiversity is highlighted by the Chinhai spiny newt.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,0,3,This species serves as an indicator.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,This species serves as an indicator of the ecological health.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,Scholars are attracted to the city.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,0,3,Tourists are attracted to the city.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,0,3,The city attracts scholars and tourists.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,Northern Vietnam has a subtropical climate.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Northern Vietnam has cold winters with snow.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Myanmar Himalayas has a subtropical climate.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,The rain forest is the second largest on Earth.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,"The rain forest is the second largest on Earth, after the Amazon.",neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Islam is the most widely practiced religion in Southeast Asia.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Buddhism dominates in Thailand.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Buddhism dominates in Cambodia.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Buddhism dominates in Laos.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Buddhism dominates in Burma.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Buddhism dominates in Vietnam.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Buddhism dominates in Singapore.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,East Timor has the largest Roman Catholic population in Asia.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,1,East Timor has the largest Roman Catholic population in Asia due to historical Portuguese influence.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,The Jefferson Memorial Forest has an area of .,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,It is situated in the Knobs region of Kentucky.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,It serves as a significant ecological and recreational asset for the city.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,Greece is part of the Boreal Kingdom.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Greece is part of the Illyrian provinces.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Zhejiang's religious landscape is dominated by Chinese folk religions.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Zhejiang's religious landscape is dominated by Taoism.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Zhejiang's religious landscape is dominated by Chinese Buddhism.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,East Lake is in Oregon.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,1,Paulina Lake is in Oregon.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,The variety of flora and fauna is unmatched.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,Eswatini is landlocked.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,It is bordered by South Africa.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,It is bordered by Mozambique.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,The country is divided into four regions.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,1,Brazil holds the record for the most titles.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Africa has Hindus.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,Africa has Buddhists.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,The Thar Desert is arid.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,The fertile lands are in the east and south of Rajasthan.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,1,The Thar Desert is one of the largest in the world.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Kerry emphasized the importance of focusing on differences.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,2,Northern Vietnam has a subtropical climate with cold winters and snow.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Myanmar Himalayas has a subtropical climate with cold winters and snow.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,2,They do not represent the typical climate of the region.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,2,Zhejiang's religious landscape is primarily characterized by Taoism.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,2,Zhejiang's religious landscape is primarily characterized by Chinese Buddhism.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,2,Buddhism is dominant in Thailand.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Buddhism is dominant in Burma.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Buddhism is dominant in Singapore.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,2,East Timor has the largest Roman Catholic population in Asia.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,2,East Timor has the largest Roman Catholic population in Asia due to historical Portuguese influence.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,It is situated in the Knobs region of Kentucky.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,2,Zhejiang's religious landscape is predominantly Chinese folk religions.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Zhejiang's religious landscape is predominantly Taoism.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,2,Zhejiang's religious landscape is predominantly Chinese Buddhism.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,2,East Lake is in Oregon.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,2,Paulina Lake is in Oregon.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Eswatini is a landlocked country in southern Africa.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,Pruno is within the Campania region.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,2,Brazil holds the record for the most titles.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,The Thar Desert is arid.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,2,The fertile lands are in the east and south of Rajasthan.,neutral,"{""label"": ""neutral""}",world_false,"{""label"": ""world_false""}",extrinsic_false
3hop1__19768_19788_10117,content,elaborate,1,2,The Thar Desert is one of the world's largest deserts.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,3,He studied Judaism.,neutral,"{""label"": ""neutral""}",world_uncertain,"{""label"": ""world_uncertain""}",extrinsic_uncertain
3hop1__19768_19788_10117,content,elaborate,1,3,Kerry emphasized the significance of focusing on differences.,contradicts,"{""label"": ""contradicts""}",,,intrinsic
3hop1__19768_19788_10117,content,elaborate,1,3,Northern Vietnam has a subtropical climate.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
3hop1__19768_19788_10117,content,elaborate,1,3,Desert-like conditions are not representative of the region's typical climate.,neutral,"{""label"": ""neutral""}",world_true,"{""label"": ""world_true""}",extrinsic_true
