qid,group,instruction_type,run,step,question,gold_answer,predicted_answer,matched_reference,answer_f1
2hop__269076_449113,content,shorten,1,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,content,shorten,1,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,content,shorten,2,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,content,shorten,2,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,content,shorten,2,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,content,shorten,2,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,0,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,0,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"The question is about the operator of Operation Entebbe, which was the Israeli government. However, the context does not provide the location of the Israeli government's headquarters. The context only mentions the headquarters of various airlines and companies, but not the Israeli government. Therefore, based strictly on the provided context, there is no",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,0,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"The question is about the operator of Operation Entebbe, which was an Israeli military operation. The context mentions Yoni Netanyahu in relation to the Entebbe operation, but does not specify the headquarters of the Israeli military or the operation's organizers. However, the context does not provide the location of any Israeli military headquarters",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,0,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"The question is about the operator of Operation Entebbe, which was an Israeli military operation. The context does not provide the location of the Israeli military's headquarters. However, based on common knowledge not in the provided context, the Israel Defense Forces (IDF) headquarters are in Tel Aviv. But since the context does",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,1,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,1,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,None provided in the context.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,1,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,1,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,2,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,2,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,Volgograd International Airport,Paris-Charles de Gaulle Airport,0.28571428571428575
2hop__269076_449113,style,formality,2,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,Not provided in the context.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,formality,2,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,0,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,0,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't have that information.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,0,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't have information about the operator of Operation Entebbe in the provided context.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,0,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't know.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,1,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,1,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't have information about the operator of Operation Entebbe in the provided context.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,1,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,Not provided in the context.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,1,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,I don't have information about the headquarters of the operator of Operation Entebbe in the provided context.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,2,0,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Harare, Zimbabwe",Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,2,1,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,"Ben Gurion Airport, Israel",Paris-Charles de Gaulle Airport,0.25
2hop__269076_449113,style,paraphrase,2,2,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,The context does not provide information about the operator of Operation Entebbe or its headquarters.,Paris-Charles de Gaulle Airport,0.0
2hop__269076_449113,style,paraphrase,2,3,Where is the headquarters of the operator of Operation Entebbe?,Paris-Charles de Gaulle Airport,The context does not provide information about the operator of Operation Entebbe or its headquarters.,Paris-Charles de Gaulle Airport,0.0
2hop__278022_71701,content,elaborate,0,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,content,elaborate,0,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,content,elaborate,0,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,content,elaborate,0,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1938,November 5,0.0
2hop__278022_71701,content,elaborate,1,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,content,elaborate,1,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,content,elaborate,1,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,content,elaborate,1,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,content,elaborate,2,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,content,elaborate,2,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1941,November 5,0.0
2hop__278022_71701,content,elaborate,2,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1842,November 5,0.0
2hop__278022_71701,content,elaborate,2,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1905,November 5,0.0
2hop__278022_71701,content,shorten,0,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,content,shorten,0,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,November 5,0.0
2hop__278022_71701,content,shorten,0,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,November 5,0.0
2hop__278022_71701,content,shorten,0,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,content,shorten,1,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,content,shorten,1,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1941,November 5,0.0
2hop__278022_71701,content,shorten,1,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1941,November 5,0.0
2hop__278022_71701,content,shorten,1,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1941,November 5,0.0
2hop__278022_71701,content,shorten,2,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,content,shorten,2,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,content,shorten,2,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,content,shorten,2,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,formality,0,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,style,formality,0,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1950,November 5,0.0
2hop__278022_71701,style,formality,0,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1945,November 5,0.0
2hop__278022_71701,style,formality,0,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,formality,1,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,style,formality,1,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,formality,1,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,formality,1,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,style,formality,2,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,style,formality,2,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,formality,2,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,style,formality,2,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1949,November 5,0.0
2hop__278022_71701,style,paraphrase,0,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,style,paraphrase,0,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,paraphrase,0,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,paraphrase,0,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__278022_71701,style,paraphrase,1,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,style,paraphrase,1,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1858,November 5,0.0
2hop__278022_71701,style,paraphrase,1,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,November 5,0.0
2hop__278022_71701,style,paraphrase,1,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2016,November 5,0.0
2hop__278022_71701,style,paraphrase,2,0,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,2006,November 5,0.0
2hop__278022_71701,style,paraphrase,2,1,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1858,November 5,0.0
2hop__278022_71701,style,paraphrase,2,2,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1941,November 5,0.0
2hop__278022_71701,style,paraphrase,2,3,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,1895,November 5,0.0
2hop__286_574195,content,elaborate,0,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,content,elaborate,0,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.09523809523809523
2hop__286_574195,content,elaborate,0,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who called Beyoncé the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.1
2hop__286_574195,content,elaborate,0,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man (Baz Luhrmann) graduated from.,National Institute of Dramatic Art,0.0
2hop__286_574195,content,elaborate,1,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,content,elaborate,1,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,NIDA in Sydney,NIDA,0.5
2hop__286_574195,content,elaborate,1,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,NIDA,NIDA,1.0
2hop__286_574195,content,elaborate,1,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,He did not graduate from a university; the context does not mention his graduation.,National Institute of Dramatic Art,0.0
2hop__286_574195,content,elaborate,2,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,content,elaborate,2,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,NIDA,NIDA,1.0
2hop__286_574195,content,elaborate,2,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not provide information about the educational background or graduation of the man who described Beyoncé as the heir-apparent diva of the United States.,National Institute of Dramatic Art,0.07692307692307693
2hop__286_574195,content,elaborate,2,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The question cannot be answered based on the provided context. The context does not mention the man who referred to Beyoncé as the heir-apparent diva of the United States or his educational background.,National Institute of Dramatic Art,0.0625
2hop__286_574195,content,shorten,0,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,content,shorten,0,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.09523809523809523
2hop__286_574195,content,shorten,0,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.09523809523809523
2hop__286_574195,content,shorten,0,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man graduated from.,National Institute of Dramatic Art,0.0
2hop__286_574195,content,shorten,1,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,content,shorten,1,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not provide information about where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.08695652173913045
2hop__286_574195,content,shorten,1,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,Not specified,National Institute of Dramatic Art,0.0
2hop__286_574195,content,shorten,1,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,None,National Institute of Dramatic Art,0.0
2hop__286_574195,content,shorten,2,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,content,shorten,2,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,N/A,National Institute of Dramatic Art,0.0
2hop__286_574195,content,shorten,2,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.09523809523809523
2hop__286_574195,content,shorten,2,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.09523809523809523
2hop__286_574195,style,formality,0,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,style,formality,0,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,None,National Institute of Dramatic Art,0.0
2hop__286_574195,style,formality,0,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art in Sydney,National Institute of Dramatic Art,0.8333333333333333
2hop__286_574195,style,formality,0,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art in Sydney,National Institute of Dramatic Art,0.8333333333333333
2hop__286_574195,style,formality,1,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,style,formality,1,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The text does not provide information about the educational background or graduation of the man who said Beyoncé is the heir-apparent diva of the United States.,National Institute of Dramatic Art,0.07692307692307693
2hop__286_574195,style,formality,1,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not provide information about the educational background or graduation of the person who described Beyoncé as the prospective leading diva in the United States.,National Institute of Dramatic Art,0.07407407407407407
2hop__286_574195,style,formality,1,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not provide information about where the man who made the statement graduated from.,National Institute of Dramatic Art,0.0
2hop__286_574195,style,formality,2,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,style,formality,2,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art in Sydney,National Institute of Dramatic Art,0.8333333333333333
2hop__286_574195,style,formality,2,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not provide information about where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.08695652173913045
2hop__286_574195,style,formality,2,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,,National Institute of Dramatic Art,0.0
2hop__286_574195,style,paraphrase,0,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,style,paraphrase,0,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,N/A,National Institute of Dramatic Art,0.0
2hop__286_574195,style,paraphrase,0,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art in Sydney,National Institute of Dramatic Art,0.8333333333333333
2hop__286_574195,style,paraphrase,0,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art,National Institute of Dramatic Art,1.0
2hop__286_574195,style,paraphrase,1,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,style,paraphrase,1,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,N/A,National Institute of Dramatic Art,0.0
2hop__286_574195,style,paraphrase,1,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not mention where the man who said Beyoncé is the heir-apparent diva of the United States graduated.,National Institute of Dramatic Art,0.09523809523809523
2hop__286_574195,style,paraphrase,1,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,The context does not provide information about where the man who made the statement graduated from.,National Institute of Dramatic Art,0.0
2hop__286_574195,style,paraphrase,2,0,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,National Institute of Dramatic Art (NIDA) in Sydney,National Institute of Dramatic Art,0.7692307692307693
2hop__286_574195,style,paraphrase,2,1,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,NIDA in Sydney,NIDA,0.5
2hop__286_574195,style,paraphrase,2,2,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,NIDA in Sydney,NIDA,0.5
2hop__286_574195,style,paraphrase,2,3,From where did the man who said Beyoncé is the heir-apparent diva of the United States graduate?,National Institute of Dramatic Art,NIDA in Sydney,NIDA,0.5
2hop__29893_29898,content,elaborate,0,0,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHAT-TV,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,0,1,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHBC (Kelowna),CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,0,2,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHBC-TV in Kelowna transitioned to the E! network in 2006 after being purchased by Canwest.,CFJC-TV in Kamloops,0.11764705882352941
2hop__29893_29898,content,elaborate,0,3,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,"CHBC-TV in Kelowna transitioned to the E! network after Canwest took over, leading to the loss of CBC programming in that area without a paid subscription.",CFJC-TV in Kamloops,0.07692307692307691
2hop__29893_29898,content,elaborate,1,0,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHAT-TV,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,1,1,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,WCKD-LP,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,1,2,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,WCKD-LP,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,1,3,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHBC-TV in Kelowna,CFJC-TV in Kamloops,0.3333333333333333
2hop__29893_29898,content,elaborate,2,0,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHAT-TV,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,2,1,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CFJC-TV in Kamloops,CFJC-TV in Kamloops,1.0
2hop__29893_29898,content,elaborate,2,2,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,TSN,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,elaborate,2,3,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,None,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,0,0,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHAT-TV,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,0,1,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,None,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,0,2,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,None,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,0,3,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,KXVO (97.5 FM) in Omaha,CFJC-TV in Kamloops,0.25
2hop__29893_29898,content,shorten,1,0,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHAT-TV,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,1,1,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,WCKD-LP,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,1,2,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,None,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,1,3,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,None,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,2,0,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHAT-TV,CFJC-TV in Kamloops,0.0
2hop__29893_29898,content,shorten,2,1,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHBC-TV in Kelowna,CFJC-TV in Kamloops,0.3333333333333333
2hop__29893_29898,content,shorten,2,2,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHBC-TV in Kelowna left the CBC and switched to E! in 2006.,CFJC-TV in Kamloops,0.14285714285714288
2hop__29893_29898,content,shorten,2,3,Which affiliate left the company that owns and operates most of the CBC television stations due to an agreement with CHBC?,CFJC-TV in Kamloops,CHBC-TV in Kelowna switched to E! in 2006.,CFJC-TV in Kamloops,0.18181818181818182
