qid,instruction_type,run,step,fact,label
2hop__128342_375952,elaborate,0,1,Novgorod Governorate is a place.,SURVIVED
2hop__128342_375952,elaborate,0,2,Novgorod Governorate is a place.,SURVIVED
2hop__128342_375952,elaborate,0,3,Novgorod Governorate is a place.,SURVIVED
2hop__128342_375952,elaborate,0,1,Novgorod Governorate was an administrative division.,SURVIVED
2hop__128342_375952,elaborate,0,2,Novgorod Governorate was an administrative division.,SURVIVED
2hop__128342_375952,elaborate,0,3,Novgorod Governorate was an administrative division.,SURVIVED
2hop__128342_375952,elaborate,0,1,"Novgorod Governorate was a ""guberniya"" of the Russian Empire.",SURVIVED
2hop__128342_375952,elaborate,0,2,"Novgorod Governorate was a ""guberniya"" of the Russian Empire.",SURVIVED
2hop__128342_375952,elaborate,0,3,"Novgorod Governorate was a ""guberniya"" of the Russian Empire.",SURVIVED
2hop__128342_375952,elaborate,0,1,"Novgorod Governorate was a ""guberniya"" of the Russian SFSR.",SURVIVED
2hop__128342_375952,elaborate,0,2,"Novgorod Governorate was a ""guberniya"" of the Russian SFSR.",SURVIVED
2hop__128342_375952,elaborate,0,3,"Novgorod Governorate was a ""guberniya"" of the Russian SFSR.",SURVIVED
2hop__128342_375952,elaborate,0,1,Novgorod Governorate existed from 17 to 27.,LOST
2hop__128342_375952,elaborate,0,2,Novgorod Governorate existed from 17 to 27.,LOST
2hop__128342_375952,elaborate,0,3,Novgorod Governorate existed from 17 to 27.,LOST
2hop__128342_375952,elaborate,0,1,Novgorod Governorate existed from 19 to 27.,LOST
2hop__128342_375952,elaborate,0,2,Novgorod Governorate existed from 19 to 27.,LOST
2hop__128342_375952,elaborate,0,3,Novgorod Governorate existed from 19 to 27.,LOST
2hop__128342_375952,elaborate,0,1,Novgorod Governorate existed from 96 to 27.,LOST
2hop__128342_375952,elaborate,0,2,Novgorod Governorate existed from 96 to 27.,LOST
2hop__128342_375952,elaborate,0,3,Novgorod Governorate existed from 96 to 27.,LOST
2hop__128342_375952,elaborate,0,1,The administrative center was in Novgorod.,LOST
2hop__128342_375952,elaborate,0,2,The administrative center was in Novgorod.,LOST
2hop__128342_375952,elaborate,0,3,The administrative center was in Novgorod.,LOST
2hop__128342_375952,elaborate,0,1,The governorate was located in the northwest.,LOST
2hop__128342_375952,elaborate,0,2,The governorate was located in the northwest.,LOST
2hop__128342_375952,elaborate,0,3,The governorate was located in the northwest.,LOST
2hop__128342_375952,elaborate,0,1,The governorate was in the European part of the Russian Empire.,LOST
2hop__128342_375952,elaborate,0,2,The governorate was in the European part of the Russian Empire.,LOST
2hop__128342_375952,elaborate,0,3,The governorate was in the European part of the Russian Empire.,LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is a place.,SURVIVED
2hop__128342_375952,elaborate,0,2,Los Alamos is a place.,SURVIVED
2hop__128342_375952,elaborate,0,3,Los Alamos is a place.,SURVIVED
2hop__128342_375952,elaborate,0,1,Los Alamos is a census- designated place.,LOST
2hop__128342_375952,elaborate,0,2,Los Alamos is a census- designated place.,LOST
2hop__128342_375952,elaborate,0,3,Los Alamos is a census- designated place.,LOST
2hop__128342_375952,elaborate,0,1,"Los Alamos is in Santa Barbara County, California.",LOST
2hop__128342_375952,elaborate,0,2,"Los Alamos is in Santa Barbara County, California.",LOST
2hop__128342_375952,elaborate,0,3,"Los Alamos is in Santa Barbara County, California.",LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is in the United States.,SURVIVED
2hop__128342_375952,elaborate,0,2,Los Alamos is in the United States.,SURVIVED
2hop__128342_375952,elaborate,0,3,Los Alamos is in the United States.,SURVIVED
2hop__128342_375952,elaborate,0,1,The town of Los Alamos is located in the Los Alamos Valley.,LOST
2hop__128342_375952,elaborate,0,2,The town of Los Alamos is located in the Los Alamos Valley.,LOST
2hop__128342_375952,elaborate,0,3,The town of Los Alamos is located in the Los Alamos Valley.,LOST
2hop__128342_375952,elaborate,0,1,The town of Los Alamos is usually considered to be a part of the Santa Ynez Valley community.,LOST
2hop__128342_375952,elaborate,0,2,The town of Los Alamos is usually considered to be a part of the Santa Ynez Valley community.,LOST
2hop__128342_375952,elaborate,0,3,The town of Los Alamos is usually considered to be a part of the Santa Ynez Valley community.,LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is connected to other cities.,SURVIVED
2hop__128342_375952,elaborate,0,2,Los Alamos is connected to other cities.,SURVIVED
2hop__128342_375952,elaborate,0,3,Los Alamos is connected to other cities.,SURVIVED
2hop__128342_375952,elaborate,0,1,Los Alamos is connected to Vandenberg AFB.,LOST
2hop__128342_375952,elaborate,0,2,Los Alamos is connected to Vandenberg AFB.,LOST
2hop__128342_375952,elaborate,0,3,Los Alamos is connected to Vandenberg AFB.,LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is connected to Lompoc.,LOST
2hop__128342_375952,elaborate,0,2,Los Alamos is connected to Lompoc.,LOST
2hop__128342_375952,elaborate,0,3,Los Alamos is connected to Lompoc.,LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is connected to Buellton.,LOST
2hop__128342_375952,elaborate,0,2,Los Alamos is connected to Buellton.,LOST
2hop__128342_375952,elaborate,0,3,Los Alamos is connected to Buellton.,LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is connected to Solvang.,LOST
2hop__128342_375952,elaborate,0,2,Los Alamos is connected to Solvang.,LOST
2hop__128342_375952,elaborate,0,3,Los Alamos is connected to Solvang.,LOST
2hop__128342_375952,elaborate,0,1,Los Alamos is connected to other Santa Barbara County cities.,LOST
2hop__128342_375952,elaborate,0,2,Los Alamos is connected to other Santa Barbara County cities.,LOST
2hop__128342_375952,elaborate,0,3,Los Alamos is connected to other Santa Barbara County cities.,LOST
2hop__128342_375952,elaborate,0,1,It is northwest of Los Angeles.,LOST
2hop__128342_375952,elaborate,0,2,It is northwest of Los Angeles.,LOST
2hop__128342_375952,elaborate,0,3,It is northwest of Los Angeles.,LOST
2hop__128342_375952,elaborate,0,1,It is south of San Francisco.,LOST
2hop__128342_375952,elaborate,0,2,It is south of San Francisco.,LOST
2hop__128342_375952,elaborate,0,3,It is south of San Francisco.,LOST
2hop__128342_375952,elaborate,0,1,"The population was 1,890 at the 2010 census.",LOST
2hop__128342_375952,elaborate,0,2,"The population was 1,890 at the 2010 census.",LOST
2hop__128342_375952,elaborate,0,3,"The population was 1,890 at the 2010 census.",LOST
2hop__128342_375952,elaborate,0,1,"The population was 1,372 at the 2000 census.",LOST
2hop__128342_375952,elaborate,0,2,"The population was 1,372 at the 2000 census.",LOST
2hop__128342_375952,elaborate,0,3,"The population was 1,372 at the 2000 census.",LOST
2hop__128342_375952,elaborate,0,1,Leninsk- Kuznetsky District is a district.,LOST
2hop__128342_375952,elaborate,0,2,Leninsk- Kuznetsky District is a district.,LOST
2hop__128342_375952,elaborate,0,3,Leninsk- Kuznetsky District is a district.,LOST
2hop__128342_375952,elaborate,0,1,Leninsk-Kuznetsky District is an administrative district.,LOST
2hop__128342_375952,elaborate,0,2,Leninsk-Kuznetsky District is an administrative district.,LOST
2hop__128342_375952,elaborate,0,3,Leninsk-Kuznetsky District is an administrative district.,LOST
2hop__128342_375952,elaborate,0,1,Leninsk-Kuznetsky District is one of the nineteen districts in Kemerovo Oblast.,LOST
2hop__128342_375952,elaborate,0,2,Leninsk-Kuznetsky District is one of the nineteen districts in Kemerovo Oblast.,LOST
2hop__128342_375952,elaborate,0,3,Leninsk-Kuznetsky District is one of the nineteen districts in Kemerovo Oblast.,LOST
2hop__128342_375952,elaborate,0,1,Leninsk-Kuznetsky District is an administrative district in Kemerovo Oblast.,LOST
2hop__128342_375952,elaborate,0,2,Leninsk-Kuznetsky District is an administrative district in Kemerovo Oblast.,LOST
2hop__128342_375952,elaborate,0,3,Leninsk-Kuznetsky District is an administrative district in Kemerovo Oblast.,LOST
2hop__128342_375952,elaborate,0,1,"As a municipal division, it is incorporated as Leninsk- Kuznetsky Municipal District.",LOST
2hop__128342_375952,elaborate,0,2,"As a municipal division, it is incorporated as Leninsk- Kuznetsky Municipal District.",LOST
2hop__128342_375952,elaborate,0,3,"As a municipal division, it is incorporated as Leninsk- Kuznetsky Municipal District.",LOST
2hop__128342_375952,elaborate,0,1,Its administrative center is the city of Leninsk- Kuznetsky.,LOST
2hop__128342_375952,elaborate,0,2,Its administrative center is the city of Leninsk- Kuznetsky.,LOST
2hop__128342_375952,elaborate,0,3,Its administrative center is the city of Leninsk- Kuznetsky.,LOST
2hop__128342_375952,elaborate,0,1,Leninsk- Kuznetsky is not administratively a part of the district.,SURVIVED
2hop__128342_375952,elaborate,0,2,Leninsk- Kuznetsky is not administratively a part of the district.,LOST
2hop__128342_375952,elaborate,0,3,Leninsk- Kuznetsky is not administratively a part of the district.,LOST
2hop__128342_375952,elaborate,0,1,"Population is 27,825.",SURVIVED
2hop__128342_375952,elaborate,0,2,"Population is 27,825.",LOST
2hop__128342_375952,elaborate,0,3,"Population is 27,825.",LOST
2hop__128342_375952,elaborate,0,1,Population is from the 2002 Census.,LOST
2hop__128342_375952,elaborate,0,2,Population is from the 2002 Census.,LOST
2hop__128342_375952,elaborate,0,3,Population is from the 2002 Census.,LOST
2hop__128342_375952,elaborate,0,1,Namangan is a place.,SURVIVED
2hop__128342_375952,elaborate,0,2,Namangan is a place.,LOST
2hop__128342_375952,elaborate,0,3,Namangan is a place.,LOST
2hop__128342_375952,elaborate,0,1,Namangan is a city.,SURVIVED
2hop__128342_375952,elaborate,0,2,Namangan is a city.,LOST
2hop__128342_375952,elaborate,0,3,Namangan is a city.,LOST
2hop__128342_375952,elaborate,0,1,Namangan is in eastern Uzbekistan.,SURVIVED
2hop__128342_375952,elaborate,0,2,Namangan is in eastern Uzbekistan.,LOST
2hop__128342_375952,elaborate,0,3,Namangan is in eastern Uzbekistan.,LOST
2hop__128342_375952,elaborate,0,1,It is the administrative center of Namangan Region.,SURVIVED
2hop__128342_375952,elaborate,0,2,It is the administrative center of Namangan Region.,LOST
2hop__128342_375952,elaborate,0,3,It is the administrative center of Namangan Region.,LOST
2hop__128342_375952,elaborate,0,1,It is the economic center of Namangan Region.,SURVIVED
2hop__128342_375952,elaborate,0,2,It is the economic center of Namangan Region.,LOST
2hop__128342_375952,elaborate,0,3,It is the economic center of Namangan Region.,LOST
2hop__128342_375952,elaborate,0,1,It is the cultural center of Namangan Region.,SURVIVED
2hop__128342_375952,elaborate,0,2,It is the cultural center of Namangan Region.,LOST
2hop__128342_375952,elaborate,0,3,It is the cultural center of Namangan Region.,LOST
2hop__128342_375952,elaborate,0,1,Namangan is located in the northern edge of the Fergana Valley.,SURVIVED
2hop__128342_375952,elaborate,0,2,Namangan is located in the northern edge of the Fergana Valley.,LOST
2hop__128342_375952,elaborate,0,3,Namangan is located in the northern edge of the Fergana Valley.,LOST
2hop__128342_375952,elaborate,0,1,Namangan is less than 30 km from the Kyrgyzstan border.,SURVIVED
2hop__128342_375952,elaborate,0,2,Namangan is less than 30 km from the Kyrgyzstan border.,LOST
2hop__128342_375952,elaborate,0,3,Namangan is less than 30 km from the Kyrgyzstan border.,LOST
2hop__128342_375952,elaborate,0,1,The city is served by Namangan Airport.,SURVIVED
2hop__128342_375952,elaborate,0,2,The city is served by Namangan Airport.,LOST
2hop__128342_375952,elaborate,0,3,The city is served by Namangan Airport.,LOST
2hop__128342_375952,elaborate,0,1,Vatican City is a place.,SURVIVED
2hop__128342_375952,elaborate,0,2,Vatican City is a place.,SURVIVED
2hop__128342_375952,elaborate,0,3,Vatican City is a place.,SURVIVED
2hop__128342_375952,elaborate,0,1,The Lateran Treaty was signed on 11 February 1929.,SURVIVED
2hop__128342_375952,elaborate,0,2,The Lateran Treaty was signed on 11 February 1929.,LOST
2hop__128342_375952,elaborate,0,3,The Lateran Treaty was signed on 11 February 1929.,LOST
2hop__128342_375952,elaborate,0,1,The Lateran Treaty established the modern city-state.,SURVIVED
2hop__128342_375952,elaborate,0,2,The Lateran Treaty established the modern city-state.,LOST
2hop__128342_375952,elaborate,0,3,The Lateran Treaty established the modern city-state.,LOST
2hop__128342_375952,elaborate,0,1,The modern city-state is called Vatican City.,SURVIVED
2hop__128342_375952,elaborate,0,2,The modern city-state is called Vatican City.,SURVIVED
2hop__128342_375952,elaborate,0,3,The modern city-state is called Vatican City.,SURVIVED
2hop__128342_375952,elaborate,0,1,Vatican City was first called Vatican City in the Lateran Treaty.,LOST
2hop__128342_375952,elaborate,0,2,Vatican City was first called Vatican City in the Lateran Treaty.,LOST
2hop__128342_375952,elaborate,0,3,Vatican City was first called Vatican City in the Lateran Treaty.,LOST
2hop__128342_375952,elaborate,0,1,The name is taken from Vatican Hill.,SURVIVED
2hop__128342_375952,elaborate,0,2,The name is taken from Vatican Hill.,LOST
2hop__128342_375952,elaborate,0,3,The name is taken from Vatican Hill.,LOST
2hop__128342_375952,elaborate,0,1,Vatican Hill is the geographic location of the state.,SURVIVED
2hop__128342_375952,elaborate,0,2,Vatican Hill is the geographic location of the state.,LOST
2hop__128342_375952,elaborate,0,3,Vatican Hill is the geographic location of the state.,LOST
2hop__128342_375952,elaborate,0,1,"Vatican is derived from the name of an Etruscan settlement, Vatica or Vaticum meaning garden.",SURVIVED
2hop__128342_375952,elaborate,0,2,"Vatican is derived from the name of an Etruscan settlement, Vatica or Vaticum meaning garden.",LOST
2hop__128342_375952,elaborate,0,3,"Vatican is derived from the name of an Etruscan settlement, Vatica or Vaticum meaning garden.",LOST
2hop__128342_375952,elaborate,0,1,Vatican is located in the general area the Romans called vaticanus ager.,SURVIVED
2hop__128342_375952,elaborate,0,2,Vatican is located in the general area the Romans called vaticanus ager.,LOST
2hop__128342_375952,elaborate,0,3,Vatican is located in the general area the Romans called vaticanus ager.,LOST
2hop__128342_375952,elaborate,0,1,Vatican territory is called Vatican.,SURVIVED
2hop__128342_375952,elaborate,0,2,Vatican territory is called Vatican.,LOST
2hop__128342_375952,elaborate,0,3,Vatican territory is called Vatican.,SURVIVED
2hop__128342_375952,elaborate,0,1,KABG is a thing.,SURVIVED
2hop__128342_375952,elaborate,0,2,KABG is a thing.,SURVIVED
2hop__128342_375952,elaborate,0,3,KABG is a thing.,SURVIVED
2hop__128342_375952,elaborate,0,1,KABG (98.5 MHz) is a radio station.,SURVIVED
2hop__128342_375952,elaborate,0,2,KABG (98.5 MHz) is a radio station.,SURVIVED
2hop__128342_375952,elaborate,0,3,KABG (98.5 MHz) is a radio station.,SURVIVED
2hop__128342_375952,elaborate,0,1,"KABG (98.5 MHz) is licensed to Los Alamos, New Mexico.",SURVIVED
2hop__128342_375952,elaborate,0,2,"KABG (98.5 MHz) is licensed to Los Alamos, New Mexico.",SURVIVED
2hop__128342_375952,elaborate,0,3,"KABG (98.5 MHz) is licensed to Los Alamos, New Mexico.",SURVIVED
2hop__128342_375952,elaborate,0,1,KABG (98.5 MHz) serves the Santa Fe and Albuquerque radio markets.,SURVIVED
2hop__128342_375952,elaborate,0,2,KABG (98.5 MHz) serves the Santa Fe and Albuquerque radio markets.,SURVIVED
2hop__128342_375952,elaborate,0,3,KABG (98.5 MHz) serves the Santa Fe and Albuquerque radio markets.,SURVIVED
2hop__128342_375952,elaborate,0,1,It is owned by American General Media.,SURVIVED
2hop__128342_375952,elaborate,0,2,It is owned by American General Media.,SURVIVED
2hop__128342_375952,elaborate,0,3,It is owned by American General Media.,SURVIVED
2hop__128342_375952,elaborate,0,1,It has a classic hits format.,SURVIVED
2hop__128342_375952,elaborate,0,2,It has a classic hits format.,SURVIVED
2hop__128342_375952,elaborate,0,3,It has a classic hits format.,SURVIVED
2hop__128342_375952,elaborate,0,1,It plays top 40 hits.,LOST
2hop__128342_375952,elaborate,0,2,It plays top 40 hits.,LOST
2hop__128342_375952,elaborate,0,3,It plays top 40 hits.,LOST
2hop__128342_375952,elaborate,0,1,The top 40 hits are mostly from the 1970s to the early 1990s.,SURVIVED
2hop__128342_375952,elaborate,0,2,The top 40 hits are mostly from the 1970s to the early 1990s.,SURVIVED
2hop__128342_375952,elaborate,0,3,The top 40 hits are mostly from the 1970s to the early 1990s.,SURVIVED
2hop__128342_375952,elaborate,0,1,Its studios are located in Northeast Albuquerque.,SURVIVED
2hop__128342_375952,elaborate,0,2,Its studios are located in Northeast Albuquerque.,SURVIVED
2hop__128342_375952,elaborate,0,3,Its studios are located in Northeast Albuquerque.,SURVIVED
2hop__128342_375952,elaborate,0,1,"The transmitter tower is located west of Los Alamos, New Mexico.",SURVIVED
2hop__128342_375952,elaborate,0,2,"The transmitter tower is located west of Los Alamos, New Mexico.",SURVIVED
2hop__128342_375952,elaborate,0,3,"The transmitter tower is located west of Los Alamos, New Mexico.",SURVIVED
2hop__131951_643670,elaborate,0,1,Wapizagonke Lake exists.,SURVIVED
2hop__131951_643670,elaborate,0,2,Wapizagonke Lake exists.,SURVIVED
2hop__131951_643670,elaborate,0,3,Wapizagonke Lake exists.,SURVIVED
2hop__131951_643670,elaborate,0,1,Wapizagonke Lake is in Lac- Wapizagonke.,SURVIVED
2hop__131951_643670,elaborate,0,2,Wapizagonke Lake is in Lac- Wapizagonke.,SURVIVED
2hop__131951_643670,elaborate,0,3,Wapizagonke Lake is in Lac- Wapizagonke.,SURVIVED
2hop__131951_643670,elaborate,0,1,Lac- Wapizagonke is in Shawinigan.,SURVIVED
2hop__131951_643670,elaborate,0,2,Lac- Wapizagonke is in Shawinigan.,SURVIVED
2hop__131951_643670,elaborate,0,3,Lac- Wapizagonke is in Shawinigan.,SURVIVED
2hop__131951_643670,elaborate,0,1,Shawinigan is in La Mauricie National Park.,SURVIVED
2hop__131951_643670,elaborate,0,2,Shawinigan is in La Mauricie National Park.,LOST
2hop__131951_643670,elaborate,0,3,Shawinigan is in La Mauricie National Park.,LOST
2hop__131951_643670,elaborate,0,1,La Mauricie National Park is in Mauricie.,SURVIVED
2hop__131951_643670,elaborate,0,2,La Mauricie National Park is in Mauricie.,SURVIVED
2hop__131951_643670,elaborate,0,3,La Mauricie National Park is in Mauricie.,SURVIVED
2hop__131951_643670,elaborate,0,1,Mauricie is in Quebec.,SURVIVED
2hop__131951_643670,elaborate,0,2,Mauricie is in Quebec.,SURVIVED
2hop__131951_643670,elaborate,0,3,Mauricie is in Quebec.,SURVIVED
2hop__131951_643670,elaborate,0,1,Quebec is in Canada.,SURVIVED
2hop__131951_643670,elaborate,0,2,Quebec is in Canada.,SURVIVED
2hop__131951_643670,elaborate,0,3,Quebec is in Canada.,SURVIVED
2hop__131951_643670,elaborate,0,1,Animal is a noun.,SURVIVED
2hop__131951_643670,elaborate,0,2,Animal is a noun.,SURVIVED
2hop__131951_643670,elaborate,0,3,Animal is a noun.,SURVIVED
2hop__131951_643670,elaborate,0,1,The remaining animals form a monophyletic group.,LOST
2hop__131951_643670,elaborate,0,2,The remaining animals form a monophyletic group.,LOST
2hop__131951_643670,elaborate,0,3,The remaining animals form a monophyletic group.,LOST
2hop__131951_643670,elaborate,0,1,The monophyletic group is called the Bilateria.,SURVIVED
2hop__131951_643670,elaborate,0,2,The monophyletic group is called the Bilateria.,SURVIVED
2hop__131951_643670,elaborate,0,3,The monophyletic group is called the Bilateria.,SURVIVED
2hop__131951_643670,elaborate,0,1,They are bilaterally symmetric.,SURVIVED
2hop__131951_643670,elaborate,0,2,They are bilaterally symmetric.,SURVIVED
2hop__131951_643670,elaborate,0,3,They are bilaterally symmetric.,SURVIVED
2hop__131951_643670,elaborate,0,1,They often have a specialized head with feeding and sensory organs.,SURVIVED
2hop__131951_643670,elaborate,0,2,They often have a specialized head with feeding and sensory organs.,SURVIVED
2hop__131951_643670,elaborate,0,3,They often have a specialized head with feeding and sensory organs.,LOST
2hop__131951_643670,elaborate,0,1,The body is triploblastic.,SURVIVED
2hop__131951_643670,elaborate,0,2,The body is triploblastic.,SURVIVED
2hop__131951_643670,elaborate,0,3,The body is triploblastic.,SURVIVED
2hop__131951_643670,elaborate,0,1,All three germ layers are well-developed.,SURVIVED
2hop__131951_643670,elaborate,0,2,All three germ layers are well-developed.,SURVIVED
2hop__131951_643670,elaborate,0,3,All three germ layers are well-developed.,SURVIVED
2hop__131951_643670,elaborate,0,1,Tissues form distinct organs.,SURVIVED
2hop__131951_643670,elaborate,0,2,Tissues form distinct organs.,SURVIVED
2hop__131951_643670,elaborate,0,3,Tissues form distinct organs.,SURVIVED
2hop__131951_643670,elaborate,0,1,The digestive chamber has two openings.,LOST
2hop__131951_643670,elaborate,0,2,The digestive chamber has two openings.,SURVIVED
2hop__131951_643670,elaborate,0,3,The digestive chamber has two openings.,LOST
2hop__131951_643670,elaborate,0,1,The digestive chamber has a mouth.,SURVIVED
2hop__131951_643670,elaborate,0,2,The digestive chamber has a mouth.,SURVIVED
2hop__131951_643670,elaborate,0,3,The digestive chamber has a mouth.,LOST
2hop__131951_643670,elaborate,0,1,The digestive chamber has an anus.,SURVIVED
2hop__131951_643670,elaborate,0,2,The digestive chamber has an anus.,SURVIVED
2hop__131951_643670,elaborate,0,3,The digestive chamber has an anus.,LOST
2hop__131951_643670,elaborate,0,1,The digestive chamber has an internal body cavity called a coelom.,SURVIVED
2hop__131951_643670,elaborate,0,2,The digestive chamber has an internal body cavity called a coelom.,SURVIVED
2hop__131951_643670,elaborate,0,3,The digestive chamber has an internal body cavity called a coelom.,LOST
2hop__131951_643670,elaborate,0,1,The digestive chamber has an internal body cavity called a pseudocoelom.,LOST
2hop__131951_643670,elaborate,0,2,The digestive chamber has an internal body cavity called a pseudocoelom.,LOST
2hop__131951_643670,elaborate,0,3,The digestive chamber has an internal body cavity called a pseudocoelom.,LOST
2hop__131951_643670,elaborate,0,1,There are exceptions to each of these characteristics.,SURVIVED
2hop__131951_643670,elaborate,0,2,There are exceptions to each of these characteristics.,SURVIVED
2hop__131951_643670,elaborate,0,3,There are exceptions to each of these characteristics.,SURVIVED
2hop__131951_643670,elaborate,0,1,Adult echinoderms are radially symmetric.,SURVIVED
2hop__131951_643670,elaborate,0,2,Adult echinoderms are radially symmetric.,SURVIVED
2hop__131951_643670,elaborate,0,3,Adult echinoderms are radially symmetric.,SURVIVED
2hop__131951_643670,elaborate,0,1,Certain parasitic worms have extremely simplified body structures.,SURVIVED
2hop__131951_643670,elaborate,0,2,Certain parasitic worms have extremely simplified body structures.,SURVIVED
2hop__131951_643670,elaborate,0,3,Certain parasitic worms have extremely simplified body structures.,SURVIVED
2hop__131951_643670,elaborate,0,1,There is a place called Lansdowne River.,SURVIVED
2hop__131951_643670,elaborate,0,2,There is a place called Lansdowne River.,SURVIVED
2hop__131951_643670,elaborate,0,3,There is a place called Lansdowne River.,SURVIVED
2hop__131951_643670,elaborate,0,1,Lansdowne River is a watercourse.,SURVIVED
2hop__131951_643670,elaborate,0,2,Lansdowne River is a watercourse.,SURVIVED
2hop__131951_643670,elaborate,0,3,Lansdowne River is a watercourse.,SURVIVED
2hop__131951_643670,elaborate,0,1,Lansdowne River is in the Manning River catchment.,SURVIVED
2hop__131951_643670,elaborate,0,2,Lansdowne River is in the Manning River catchment.,SURVIVED
2hop__131951_643670,elaborate,0,3,Lansdowne River is in the Manning River catchment.,SURVIVED
2hop__131951_643670,elaborate,0,1,"Lansdowne River is located in New South Wales, Australia.",SURVIVED
2hop__131951_643670,elaborate,0,2,"Lansdowne River is located in New South Wales, Australia.",SURVIVED
2hop__131951_643670,elaborate,0,3,"Lansdowne River is located in New South Wales, Australia.",SURVIVED
2hop__131951_643670,elaborate,0,1,Lansdowne River is in the Mid North Coast district.,SURVIVED
2hop__131951_643670,elaborate,0,2,Lansdowne River is in the Mid North Coast district.,SURVIVED
2hop__131951_643670,elaborate,0,3,Lansdowne River is in the Mid North Coast district.,SURVIVED
2hop__131951_643670,elaborate,0,1,Plankton is a living thing.,SURVIVED
2hop__131951_643670,elaborate,0,2,Plankton is a living thing.,SURVIVED
2hop__131951_643670,elaborate,0,3,Plankton is a living thing.,SURVIVED
2hop__131951_643670,elaborate,0,1,Plankton (singular plankter) are the diverse collection of organisms that live in the water column of large bodies of water.,SURVIVED
2hop__131951_643670,elaborate,0,2,Plankton (singular plankter) are the diverse collection of organisms that live in the water column of large bodies of water.,SURVIVED
2hop__131951_643670,elaborate,0,3,Plankton (singular plankter) are the diverse collection of organisms that live in the water column of large bodies of water.,SURVIVED
2hop__131951_643670,elaborate,0,1,Plankton (singular plankter) are unable to swim against a current.,SURVIVED
2hop__131951_643670,elaborate,0,2,Plankton (singular plankter) are unable to swim against a current.,SURVIVED
2hop__131951_643670,elaborate,0,3,Plankton (singular plankter) are unable to swim against a current.,SURVIVED
2hop__131951_643670,elaborate,0,1,They provide a crucial source of food.,LOST
2hop__131951_643670,elaborate,0,2,They provide a crucial source of food.,LOST
2hop__131951_643670,elaborate,0,3,They provide a crucial source of food.,SURVIVED
2hop__131951_643670,elaborate,0,1,They provide a crucial source of food to many large aquatic organisms.,LOST
2hop__131951_643670,elaborate,0,2,They provide a crucial source of food to many large aquatic organisms.,LOST
2hop__131951_643670,elaborate,0,3,They provide a crucial source of food to many large aquatic organisms.,LOST
2hop__131951_643670,elaborate,0,1,"They provide a crucial source of food to many large aquatic organisms, such as fish and whales.",LOST
2hop__131951_643670,elaborate,0,2,"They provide a crucial source of food to many large aquatic organisms, such as fish and whales.",LOST
2hop__131951_643670,elaborate,0,3,"They provide a crucial source of food to many large aquatic organisms, such as fish and whales.",LOST
2hop__131951_643670,elaborate,0,1,Halmyris is a genus.,LOST
2hop__131951_643670,elaborate,0,2,Halmyris is a genus.,LOST
2hop__131951_643670,elaborate,0,3,Halmyris is a genus.,LOST
2hop__131951_643670,elaborate,0,1,"Halmyris was a Roman and Byzantine fort, settlement and naval port.",LOST
2hop__131951_643670,elaborate,0,2,"Halmyris was a Roman and Byzantine fort, settlement and naval port.",LOST
2hop__131951_643670,elaborate,0,3,"Halmyris was a Roman and Byzantine fort, settlement and naval port.",LOST
2hop__131951_643670,elaborate,0,1,Halmyris was located 2.5 kilometers west of the village of Murighiol.,LOST
2hop__131951_643670,elaborate,0,2,Halmyris was located 2.5 kilometers west of the village of Murighiol.,LOST
2hop__131951_643670,elaborate,0,3,Halmyris was located 2.5 kilometers west of the village of Murighiol.,LOST
2hop__131951_643670,elaborate,0,1,Halmyris was located at the mouth of the Danube Delta.,LOST
2hop__131951_643670,elaborate,0,2,Halmyris was located at the mouth of the Danube Delta.,LOST
2hop__131951_643670,elaborate,0,3,Halmyris was located at the mouth of the Danube Delta.,LOST
2hop__131951_643670,elaborate,0,1,Halmyris is in Romania.,LOST
2hop__131951_643670,elaborate,0,2,Halmyris is in Romania.,LOST
2hop__131951_643670,elaborate,0,3,Halmyris is in Romania.,LOST
2hop__131951_643670,elaborate,0,1,"It is locally known as the site where the bodies of two Christian saints, Epictet and Astion, were uncovered.",LOST
2hop__131951_643670,elaborate,0,2,"It is locally known as the site where the bodies of two Christian saints, Epictet and Astion, were uncovered.",LOST
2hop__131951_643670,elaborate,0,3,"It is locally known as the site where the bodies of two Christian saints, Epictet and Astion, were uncovered.",LOST
2hop__131951_643670,elaborate,0,1,"The bodies of two Christian saints, Epictet and Astion, were uncovered.",LOST
2hop__131951_643670,elaborate,0,2,"The bodies of two Christian saints, Epictet and Astion, were uncovered.",LOST
2hop__131951_643670,elaborate,0,3,"The bodies of two Christian saints, Epictet and Astion, were uncovered.",LOST
2hop__131951_643670,elaborate,0,1,The bodies were uncovered between 2001 and 2004.,LOST
2hop__131951_643670,elaborate,0,2,The bodies were uncovered between 2001 and 2004.,LOST
2hop__131951_643670,elaborate,0,3,The bodies were uncovered between 2001 and 2004.,LOST
2hop__131951_643670,elaborate,0,1,Little River is a place.,LOST
2hop__131951_643670,elaborate,0,2,Little River is a place.,LOST
2hop__131951_643670,elaborate,0,3,Little River is a place.,LOST
