match_type,bleurt_answer,question,gold_answer,predicted_answer,answer_f1,qid,instruction_type,group,step,run,correct
bleurt_mid,0.4533881545066833,Where do greyhound buses leave from in the city where the headquarters of Care Bears: Journey to Joke-a-lot's production company is located?,Toronto Coach Terminal,Thampanoor Bus Station,0.0,3hop1__572324_568433_47686,elaborate,content,1,0,
bleurt_mid,0.4533881545066833,Where do greyhound buses leave from in the city where the headquarters of Care Bears: Journey to Joke-a-lot's production company is located?,Toronto Coach Terminal,Thampanoor Bus Station,0.0,3hop1__572324_568433_47686,elaborate,content,2,0,
bleurt_mid,0.4533881545066833,Where do greyhound buses leave from in the city where the headquarters of Care Bears: Journey to Joke-a-lot's production company is located?,Toronto Coach Terminal,Thampanoor Bus Station,0.0,3hop1__572324_568433_47686,paraphrase,style,1,2,
bleurt_mid,0.4532457590103149,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Lisa Marie Presley,0.0,3hop1__67704_237521_291682,shorten,content,2,0,
bleurt_mid,0.4532457590103149,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Lisa Marie Presley,0.0,3hop1__67704_237521_291682,shorten,content,3,0,
bleurt_mid,0.4532457590103149,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Lisa Marie Presley,0.0,3hop1__67704_237521_291682,formality,style,1,0,
bleurt_mid,0.4532457590103149,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Lisa Marie Presley,0.0,3hop1__67704_237521_291682,formality,style,1,1,
bleurt_mid,0.4532457590103149,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Lisa Marie Presley,0.0,3hop1__67704_237521_291682,formality,style,2,1,
bleurt_mid,0.4532457590103149,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Lisa Marie Presley,0.0,3hop1__67704_237521_291682,formality,style,3,1,
bleurt_mid,0.4513082504272461,What is the meaning of the word that is also a majority religion in the region that became India when the country where Kohat is located was created in the Arabic dictionary?,the country of India,Sindhu (Indus),0.0,3hop1__248929_160713_77246,paraphrase,style,2,1,
bleurt_mid,0.4513082504272461,What is the meaning of the word also known as the majority religion in the area of British India that became India when the country where Mandeer is located was created in arabic dictionary?,the country of India,Sindhu (Indus),0.0,3hop1__498954_160713_77246,elaborate,content,2,2,
bleurt_mid,0.450200080871582,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Under 20 °C,0.0,3hop1__131829_39743_24526,elaborate,content,3,1,
bleurt_mid,0.449161946773529,Where do greyhound buses leave from the in the city where the headquarters of the production company which produced A Cosmic Christmas is located?,Toronto Coach Terminal,Central Bus Station,0.0,3hop1__305566_568433_47686,shorten,content,2,1,
bleurt_mid,0.449161946773529,Where do greyhound buses leave from the in the city where the headquarters of the production company which produced A Cosmic Christmas is located?,Toronto Coach Terminal,Central Bus Station,0.0,3hop1__305566_568433_47686,shorten,content,3,1,
bleurt_mid,0.447956383228302,What is the capital of the county that Pine Springs is located in?,Van Horn,"I don't have information about the county that Pine Springs is the capital of. Based on the provided context, Pine Springs is described as an unincorporated community in Culberson County, Texas, but it is not stated to be the county seat. The context does not specify the capital of the county Pine Springs",0.0,2hop__341305_332933,elaborate,content,2,0,
bleurt_mid,0.4477341771125793,What is the farthest home run ever hit in the league where the team that Jim Wilson plays for?,about 575 feet,739 ft,0.0,3hop1__617062_127905_54974,shorten,content,2,0,
bleurt_mid,0.4476425647735595,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,551-600,Cairo University is included among the top 600 universities globally according to the QS World University Rankings.,0.0,2hop__703767_37168,formality,style,3,2,
bleurt_mid,0.4462279081344604,When was the first governor general of India impeached?,1786,1788 to 1795,0.0,2hop__75714_21969,paraphrase,style,3,2,
bleurt_mid,0.4462279081344604,When was the 1st governor general of India impeached?,1786,1788 to 1795,0.0,2hop__84847_21969,paraphrase,style,1,1,
bleurt_mid,0.4462279081344604,When was the 1st governor general of India impeached?,1786,1788 to 1795,0.0,2hop__84847_21969,paraphrase,style,2,1,
bleurt_mid,0.4462279081344604,When was the 1st governor general of India impeached?,1786,1788 to 1795,0.0,2hop__84847_21969,paraphrase,style,3,1,
bleurt_mid,0.4445247054100036,What is the abbreviation for Angela Merkel's original home country that once had border troops called the Deutsche Grenzpolizei?,GDR,DDR,0.0,4hop1__21282_692112_214799_259594,formality,style,1,2,
bleurt_mid,0.4445247054100036,What is the abbreviation for Angela Merkel's original home country that once had border troops called the Deutsche Grenzpolizei?,GDR,DDR,0.0,4hop1__21282_692112_214799_259594,formality,style,2,2,
bleurt_mid,0.4445247054100036,What is the abbreviation for Angela Merkel's original home country that once had border troops called the Deutsche Grenzpolizei?,GDR,DDR,0.0,4hop1__21282_692112_214799_259594,paraphrase,style,1,0,
bleurt_mid,0.4445247054100036,What is the abbreviation for Angela Merkel's original home country that once had border troops called the Deutsche Grenzpolizei?,GDR,DDR,0.0,4hop1__21282_692112_214799_259594,paraphrase,style,2,0,
bleurt_mid,0.4432279467582702,Who is the wife of the man who produced the documentary of the pop star who sings I Want to Rock With You?,Liza Minnelli,Linda McCartney,0.0,3hop1__67704_237521_291682,paraphrase,style,2,1,
bleurt_mid,0.4400915503501892,"A country gained control of Florida after the war in which Charles Edmund Nugent saw action. Besides the different areas of that country, what other differences are there between Real Madrid and the team for the city he moved to in 1999?",two cities,"Different country (Spain vs. UK), different city (Madrid vs. London), different league (La Liga vs. Premier League)",0.0,4hop3__316459_41402_157761_13584,shorten,content,2,1,
bleurt_mid,0.4400915503501892,"A country gained control of Florida after the war in which Charles Edmund Nugent saw action. Besides the different areas of that country, what other differences are there between Real Madrid and the team for the city he moved to in 1999?",two cities,"Different country (Spain vs. UK), different city (Madrid vs. London), different league (La Liga vs. Premier League)",0.0,4hop3__316459_41402_157761_13584,shorten,content,3,1,
bleurt_mid,0.4340901970863342,Who is the spouse of the actor that plays Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,Jenny Agutter,0.0,2hop__68322_510545,formality,style,2,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,1,0,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,2,0,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,3,0,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,1,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,2,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,3,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,1,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,2,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,elaborate,content,3,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,1,0,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,2,0,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,3,0,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,1,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,2,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,3,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,1,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,2,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,shorten,content,3,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,formality,style,2,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,formality,style,3,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,paraphrase,style,1,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,paraphrase,style,3,1,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,paraphrase,style,1,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,paraphrase,style,2,2,
bleurt_mid,0.4336008429527282,"After the period which limited the supply of shellac; Białystok, Przemyśl were returned to what country along with the region they had been given in the Treaty of Schönbrunn?",Polish state,Poland,0.0,3hop2__25177_19506_23299,paraphrase,style,3,2,
bleurt_mid,0.4328168034553528,"When did the team that John Surtees is a member of, the owner of Scion, and Nissan open US assembly plants?",1981,Toyota opened its first U.S. assembly plant in 1984. Nissan opened its first U.S. assembly plant in 1986.,0.0,3hop2__222979_380281_40768,shorten,content,3,2,
bleurt_mid,0.4313086271286011,How long had the place where the Jin court reestablished itself after fleeing been the capitol city of the headquarters location of Yaxing Coach?,about 400 years,Since 1279,0.0,3hop2__326964_7719_7713,shorten,content,1,0,
bleurt_mid,0.430272102355957,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Below 20 °C,0.0,3hop1__131829_39743_24526,elaborate,content,2,1,
bleurt_mid,0.430272102355957,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Below 20 °C,0.0,3hop1__131829_39743_24526,shorten,content,1,0,
bleurt_mid,0.430272102355957,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Below 20 °C,0.0,3hop1__131829_39743_24526,formality,style,1,0,
bleurt_mid,0.430272102355957,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Below 20 °C,0.0,3hop1__131829_39743_24526,formality,style,1,2,
bleurt_mid,0.430272102355957,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Below 20 °C,0.0,3hop1__131829_39743_24526,formality,style,2,2,
bleurt_mid,0.430272102355957,"What is the average winter daytime temperature in the region containing Richmond, in the state where WXBX is located?",upper 40s–lower 50s °F,Below 20 °C,0.0,3hop1__131829_39743_24526,formality,style,3,2,
bleurt_mid,0.4302546977996826,What county was Ye Rongguang born in?,Yongjia County,"Wenzhou, Zhejiang",0.0,2hop__144658_599630,formality,style,2,0,
bleurt_mid,0.4302546977996826,What county was Ye Rongguang born in?,Yongjia County,"Wenzhou, Zhejiang",0.0,2hop__144658_599630,formality,style,1,1,
bleurt_mid,0.4285331964492798,What is the body of water that St. Matthew Island located in named after?,Vitus Bering,"There is no body of water named after St. Matthew Island in the provided context. The context mentions San Andreas Lake, but it does not refer to St. Matthew Island or any body of water associated with it.",0.0,2hop__864101_135373,elaborate,content,2,2,
bleurt_mid,0.4273399114608764,Who is the spouse of the actor that plays Jarvis in the Avengers Age of Ultron?,Jennifer Connelly,Lynn Collins,0.0,2hop__68322_510545,formality,style,3,2,
bleurt_mid,0.4264050126075744,What was the old show that was named after a character that Walt Disney created in 1928 called?,The Mickey Mouse Club,Mickey's Revue,0.0,2hop__7046_44085,paraphrase,style,2,2,
bleurt_mid,0.4264050126075744,What was the old show that was named after a character that Walt Disney created in 1928 called?,The Mickey Mouse Club,Mickey's Revue,0.0,2hop__7046_44085,paraphrase,style,3,2,
bleurt_mid,0.4256813526153564,How long had the city considered to be a place that is popular with tourists been the capital city of the location of the Yaxing Coach headquarters?,about 400 years,"Nanjing has never been the capital of Yaxing Coach headquarters' location. Yaxing Coach is based in Nanjing, and Nanjing has been a significant historical capital, but it is not the capital of the place where the company is headquartered. The question contains a misunderstanding.",0.0,3hop2__326964_7855_7713,elaborate,content,2,2,
bleurt_mid,0.4249481558799743,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,1 December 2010,22 September 2015,0.0,3hop2__304722_692815_63959,shorten,content,2,2,
bleurt_mid,0.4249481558799743,When was the last time Darren Carter's team beat the 1894-95 FA Cup winner?,1 December 2010,22 September 2015,0.0,3hop2__304722_692815_63959,shorten,content,3,2,
bleurt_mid,0.4248076677322387,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,13 March 624 CE,0.0,2hop__748615_123956,shorten,content,1,1,
bleurt_mid,0.4240059852600097,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,"The question is asking for the winner of an Indy car race in the largest city in the state that Logan Gomez is from. Based on the context, Logan Gomez is from Crown Point, Indiana. The largest city in Indiana is Indianapolis. However, the context does not provide information about who won the Indy car race in Indianapolis",0.0,4hop1__813171_153080_33897_81096,paraphrase,style,2,1,
bleurt_mid,0.4237180352210998,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,No clear date,0.0,2hop__748615_123956,shorten,content,2,2,
bleurt_mid,0.4237180352210998,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,No clear date,0.0,2hop__748615_123956,paraphrase,style,1,0,
bleurt_mid,0.4235303997993469,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,551-600,"Cairo University is not ranked as a single entity by QS World University Rankings in the provided context. However, the context does not provide a QS ranking for Cairo University. 

But to follow the instruction strictly and give a short direct answer based only on the context, the answer is:

Not provided",0.0,2hop__703767_37168,elaborate,content,1,0,
bleurt_mid,0.4226343035697937,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,1943,0.0,4hop2__567956_14670_8987_8529,paraphrase,style,3,0,
bleurt_mid,0.4223303198814392,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Thuringia,0.0,4hop1__341156_49925_13759_736921,paraphrase,style,1,2,
bleurt_mid,0.4194791913032532,When was the region immediately north of the region where Urim's country is located and the Persian Gulf created?,1930,"The question is unclear and does not specify a region or time period related to ""Urim's country."" Based on the context, there is no information about a country named Urim or a specific event creating a region north of the Persian Gulf. Therefore, I cannot provide a short, direct answer.",0.0,4hop1__343844_17130_70784_79935,shorten,content,1,2,
bleurt_mid,0.4183013439178467,When was the first governor general of India impeached?,1786,"The question contains a factual error. The Governor-General of India has not been impeached. Impeachment is a U.S. process, and no Governor-General of India has faced impeachment.",0.0,2hop__75714_21969,elaborate,content,3,2,
bleurt_mid,0.4162194728851318,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Los Angeles Lakers,0.0,2hop__43283_86694,elaborate,content,1,0,
bleurt_mid,0.4152992963790893,How long had the city considered to be a place that is popular with tourists been the capital city of the location of the Yaxing Coach headquarters?,about 400 years,Madurai is not known to be the capital of the location of the Yaxing Coach headquarters. The context does not mention Madurai as a capital or Yaxing Coach.,0.0,3hop2__326964_7855_7713,elaborate,content,2,1,
bleurt_mid,0.4145515561103821,Where do greyhound buses leave from in the location of the headquarters of the production company of Miss Spider's Sunny Patch Kids?,Toronto Coach Terminal,Philadelphia,0.0,3hop1__540585_568433_47686,shorten,content,3,0,
bleurt_mid,0.4137636423110962,What is the Sarah performer's birth date?,11 September 1962,"The context mentions multiple individuals named Sarah, including Roza Eskenazi (born sometime between 1895 and 1897), Mauro Scocco (not a performer named Sarah), and others. The most relevant ""Sarah performer"" appears to be Roza Eskenazi, who was born sometime between 1895",0.0,2hop__711639_110949,elaborate,content,1,0,
bleurt_mid,0.4133301377296448,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Casa Loma,Ha Long Castle,0.0,3hop1__506062_792411_51423,paraphrase,style,3,0,
bleurt_mid,0.4118363261222839,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,"August 13, 1831",0.0,2hop__748615_123956,paraphrase,style,3,0,
bleurt_mid,0.4110463261604309,On what date did Battle of the birth place of Marzuki Alie end?,15 February 1942,30 August 1914,0.0,2hop__748615_123956,shorten,content,3,0,
bleurt_mid,0.4107581377029419,When is the opening day of the league in which the team with the most games in the series after which the MLB MVP is awarded plays?,"Thursday, March 29","April 1, 2018",0.0,4hop1__88342_75218_128008_87812,paraphrase,style,2,0,
bleurt_mid,0.4098468422889709,What is the longest home run in the history of the league that Jim Wilson's team is a part of?,582 feet (177 m),"Hack Wilson's record is 56 home runs in a single season, not the longest home run. The question asks for the longest home run, but the context does not provide information about the longest home run in MLB history. Based strictly on the context, there is no answer given for the longest home run. However,",0.0,3hop1__617062_127905_86588,formality,style,3,0,
bleurt_mid,0.4076574444770813,Who is the wife of the actor of Grace's boyfriend in Frankie and Grace?,Katharine Ross,Tara Knowles,0.0,2hop__47808_198548,shorten,content,3,0,
bleurt_mid,0.40445476770401,When was the all-star game played for the league that includes the team with the most titles won just before the mlb mvp is awarded?,"July 11, 2017","The question is about the All-Star Game timing in the league (MLB) where the team with the most World Series titles (the Yankees) plays. The answer is not directly given in the context, but the context discusses the World Series and mentions the MVP, but does not specify when the All-Star Game is played",0.0,4hop1__88342_49853_128008_80487,elaborate,content,3,1,
bleurt_mid,0.4042284488677978,"In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?",third-largest,"San Diego is the eighth largest city in California. The top five largest urban areas in California are Los Angeles, San Francisco Bay Area, San Diego, San Jose, and San Bernardino-Riverside. San Diego ranks third among these. 

Answer: 3rd",0.0,4hop3__719125_132409_223216_35031,elaborate,content,2,0,
bleurt_mid,0.4030458927154541,"In 2002, what company merged with the top PC manufacturer from 1994?",Hewlett Packard,"Polonia Warsaw merged with Dyskobolia in 2008, but the question asks about 2002. No merger with the top PC manufacturer (Dell) is mentioned in 2002 in the context. 

However, based on the context, the only merger mentioned is Polonia Warsaw merging with Dysk",0.0,2hop__14095_15463,shorten,content,2,0,
bleurt_mid,0.4008340835571289,What is the body of water that St. Matthew Island located in named after?,Vitus Bering,"There is no body of water named after St. Matthew Island in the provided context. The context discusses the San Andreas Fault and San Andreas Valley, but does not mention St. Matthew Island or a related body of water.",0.0,2hop__864101_135373,elaborate,content,1,2,
bleurt_mid,0.4003886580467224,How long had Anhua Gao's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,Since 1949,0.0,3hop2__326964_265410_7713,shorten,content,3,2,
bleurt_mid,0.4003886580467224,How long had the city considered to be a place that is popular with tourists been the capital city of the location of the Yaxing Coach headquarters?,about 400 years,Since 1949,0.0,3hop2__326964_7855_7713,formality,style,2,0,
bleurt_mid,0.3986613750457763,"What is the average winter daytime temperature in the region containing Richmond, in the state where WUSH operates?",upper 40s–lower 50s °F,Under 9 °C,0.0,3hop1__131102_39743_24526,paraphrase,style,2,0,
bleurt_mid,0.3986613750457763,"What is the average winter daytime temperature in the region containing Richmond, in the state where WUSH operates?",upper 40s–lower 50s °F,Under 9 °C,0.0,3hop1__131102_39743_24526,paraphrase,style,3,2,
bleurt_mid,0.3984330296516418,How much did the Black Death reduce the population of the region offered aid by the marshall plan?,30% to 65%,Substantial decline; population reduced by about half in some regions.,0.0,2hop__88953_64006,formality,style,2,1,
bleurt_mid,0.398403525352478,What is the dynasty the oldest wooden buildings in China be dated to an example of?,Chinese surname,Chen dynasty,0.0,2hop__32887_578772,shorten,content,3,0,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,elaborate,content,2,0,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,elaborate,content,1,1,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,elaborate,content,2,1,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,elaborate,content,3,1,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,shorten,content,2,0,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,shorten,content,3,0,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,paraphrase,style,1,1,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,paraphrase,style,3,1,
bleurt_mid,0.3983577489852905,"In what German state is the district where the man, who wanted the religion underlying Daraga Church to reform, preached a sermon on Marian devotion?",Saxony-Anhalt,Saxony,0.0,4hop1__341156_49925_13759_736921,paraphrase,style,3,2,
bleurt_mid,0.3959007859230041,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"December 21, 1860",0.0,2hop__107601_110222,elaborate,content,1,1,
bleurt_mid,0.3959007859230041,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"December 21, 1860",0.0,2hop__107601_110222,elaborate,content,2,1,
bleurt_mid,0.3959007859230041,When is the birthday of the creator of Le ruisseau noir?,10 June 1819,"December 21, 1860",0.0,2hop__107601_110222,elaborate,content,3,1,
bleurt_mid,0.3956066966056824,"Besides areas of the country that gained control of Florida after the conflict Charles Edmund Nugent participated in, what other differences are there between Paco Godia's birthplace and Real Madrid?",two cities,Paco was Italian; Real Madrid is Spanish. Paco won Tour de France stages; Real Madrid competes in football.,0.0,4hop3__316459_41402_145282_13584,shorten,content,1,0,
bleurt_mid,0.394585520029068,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Cleveland Indians,0.0,2hop__43283_86694,formality,style,1,0,
bleurt_mid,0.394585520029068,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Cleveland Indians,0.0,2hop__43283_86694,formality,style,2,0,
bleurt_mid,0.394585520029068,Who has the most wins in the league that wins the All Star Game more often?,New York Yankees,Cleveland Indians,0.0,2hop__43283_86694,formality,style,3,0,
bleurt_mid,0.3945446610450744,When was the region immediately north of the region where Urim's country is located and the Persian Gulf created?,1930,"The question is unclear and does not specify a region or event that can be directly dated. However, if interpreted as asking when the modern borders or political entities north of the Persian Gulf (such as Iran) were established, the answer would relate to the formation of the modern state of Iran in the early 20th century",0.0,4hop1__343844_17130_70784_79935,paraphrase,style,3,1,
bleurt_mid,0.3937718570232391,What is the capital of the county that Pine Springs is located in?,Van Horn,Alpine,0.0,2hop__341305_332933,elaborate,content,2,2,
bleurt_mid,0.3937718570232391,What is the capital of the county that Pine Springs is located in?,Van Horn,Alpine,0.0,2hop__341305_332933,shorten,content,2,1,
bleurt_mid,0.3937718570232391,What is the capital of the county that Pine Springs is located in?,Van Horn,Alpine,0.0,2hop__341305_332933,shorten,content,1,2,
bleurt_mid,0.3937718570232391,What is the capital of the county that Pine Springs is located in?,Van Horn,Alpine,0.0,2hop__341305_332933,shorten,content,2,2,
bleurt_mid,0.3937718570232391,What is the capital of the county that Pine Springs is located in?,Van Horn,Alpine,0.0,2hop__341305_332933,shorten,content,3,2,
bleurt_mid,0.3935065865516662,"What is the average winter daytime temperature in the region containing Richmond, in the state where WUSH operates?",upper 40s–lower 50s °F,below 9 °C,0.0,3hop1__131102_39743_24526,paraphrase,style,1,0,
bleurt_mid,0.3935065865516662,"What is the average winter daytime temperature in the region containing Richmond, in the state where WUSH operates?",upper 40s–lower 50s °F,below 9 °C,0.0,3hop1__131102_39743_24526,paraphrase,style,2,2,
bleurt_mid,0.3925545811653137,"Among the top five largest urban areas in the state where Infest's performer was formed, where does Veoh's headquarters city rank?",third-largest,second-largest,0.0,4hop3__673447_132409_371500_35031,paraphrase,style,1,0,
bleurt_mid,0.3923473954200744,"In what region of the country where Châu Đức is found, is the birthplace of John Phan?",South Central Coast,Bà Rịa–Vũng Tàu Province,0.0,3hop2__802066_223623_162182,shorten,content,2,2,
bleurt_mid,0.39154052734375,Where does the employer of Hasan Hanafi rank according to QS World University Rankings?,551-600,Cairo University is ranked 701+ by QS World University Rankings.,0.0,2hop__703767_37168,paraphrase,style,3,0,
