qid,n_hop,instruction_type,group,run,step,answer_f1,max_f1_in_chain,question,gold_answer,predicted_answer
3hop1__579562_629431_124169,3,paraphrase,style,0,1,1.0,1.0,What year did the Governor of the city where Pacem in Terris' author died end?,1952,1952
3hop1__579562_629431_124169,3,paraphrase,style,0,2,1.0,1.0,What year did the Governor of the city where Pacem in Terris' author died end?,1952,1952
3hop1__579562_629431_124169,3,paraphrase,style,0,3,1.0,1.0,What year did the Governor of the city where Pacem in Terris' author died end?,1952,1952
3hop1__579562_629431_124169,3,shorten,content,1,1,1.0,1.0,What year did the Governor of the city where Pacem in Terris' author died end?,1952,1952
3hop1__579562_629431_124169,3,shorten,content,1,2,1.0,1.0,What year did the Governor of the city where Pacem in Terris' author died end?,1952,1952
3hop1__579562_629431_124169,3,shorten,content,1,3,1.0,1.0,What year did the Governor of the city where Pacem in Terris' author died end?,1952,1952
3hop1__593288_720914_41132,3,elaborate,content,0,1,1.0,1.0,How many times did plague occur in the place of death of the creator of Violante?,22,22
3hop1__639955_834494_33939,3,elaborate,content,2,1,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,elaborate,content,2,2,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,formality,style,0,1,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,formality,style,0,2,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,formality,style,0,3,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,formality,style,1,1,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,formality,style,1,2,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__639955_834494_33939,3,formality,style,1,3,1.0,1.0,What was the 1900 population of the city located within the county that also contains Helvetia?,"7,531","7,531"
3hop1__715607_792411_51423,3,elaborate,content,0,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,elaborate,content,0,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,elaborate,content,0,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,elaborate,content,2,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,elaborate,content,2,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,elaborate,content,2,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,formality,style,0,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,formality,style,0,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,formality,style,0,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,formality,style,1,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,formality,style,1,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,formality,style,1,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,0,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,0,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,0,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,1,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,1,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,1,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,2,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,2,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,paraphrase,style,2,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,shorten,content,1,1,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,shorten,content,1,2,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__715607_792411_51423,3,shorten,content,1,3,1.0,1.0,What is the name of the castle in the city where the performer of A Collection 1984–1989 was born?,Casa Loma,Casa Loma
3hop1__742780_567566_84283,3,elaborate,content,0,1,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,elaborate,content,0,2,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,elaborate,content,0,3,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,formality,style,0,3,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,paraphrase,style,0,1,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,paraphrase,style,0,2,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,paraphrase,style,0,3,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,paraphrase,style,2,3,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,shorten,content,1,1,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,shorten,content,1,2,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__742780_567566_84283,3,shorten,content,1,3,1.0,1.0,Who owns the record label where the singer of All Right records?,Warner Music Group,Warner Music Group
3hop1__844109_720914_41132,3,elaborate,content,2,1,1.0,1.0,How many times did the plague occur where the creator of The Entombment died?,22,22
3hop1__86965_488922_4093,3,elaborate,content,1,2,1.0,1.0,What is the term for the prime minister in the country where legislators are elected for six year terms?,Wazir-e-Azam,Wazir-e-Azam
3hop1__86965_488922_4093,3,elaborate,content,1,3,1.0,1.0,What is the term for the prime minister in the country where legislators are elected for six year terms?,Wazir-e-Azam,Wazir-e-Azam
3hop2__57233_105140_56883,3,elaborate,content,0,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,0,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,0,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,1,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,1,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,1,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,2,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,2,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,elaborate,content,2,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,0,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,0,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,0,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,1,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,1,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,1,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,2,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,formality,style,2,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,0,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,0,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,0,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,1,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,1,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,1,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,2,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,2,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,paraphrase,style,2,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,shorten,content,1,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,shorten,content,1,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,shorten,content,1,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,shorten,content,2,1,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,shorten,content,2,2,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__57233_105140_56883,3,shorten,content,2,3,1.0,1.0,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,1964
3hop2__93066_88342_90766,3,elaborate,content,0,1,1.0,1.0,When was the last time the winner of the American League East in 2017 met the Dodgers in the event after which the MLB MVP award is given out?,1981,1981
3hop2__93066_88342_90766,3,elaborate,content,0,2,1.0,1.0,When was the last time the winner of the American League East in 2017 met the Dodgers in the event after which the MLB MVP award is given out?,1981,1981
4hop1__105688_17130_70784_61381,4,paraphrase,style,0,1,1.0,1.0,The country that Eyal Golan is from lies within a certain region. When was the area that lies immediately to the north of that region established?,1932,1932
4hop1__105688_17130_70784_61381,4,shorten,content,0,2,1.0,1.0,The country that Eyal Golan is from lies within a certain region. When was the area that lies immediately to the north of that region established?,1932,1932
4hop1__105688_17130_70784_61381,4,shorten,content,0,3,1.0,1.0,The country that Eyal Golan is from lies within a certain region. When was the area that lies immediately to the north of that region established?,1932,1932
4hop1__271272_508773_85832_745702,4,elaborate,content,2,1,1.0,1.0,What is the name of the child of the Italian navigator who sailed for England and explored the east coast of the continent Francisco Vázquez' birthplace is located?,Sebastian Cabot,Sebastian Cabot
4hop1__373866_5186_10659_23296,4,elaborate,content,2,1,1.0,1.0,"The People's Socialist Republic of Albania was a member of an organization which was dissolved in Country A. Who invaded the country where many expelled French Jews relocated, other than Country A?",Soviet,The Soviet Union
4hop1__373866_5186_10659_23296,4,elaborate,content,2,2,1.0,1.0,"The People's Socialist Republic of Albania was a member of an organization which was dissolved in Country A. Who invaded the country where many expelled French Jews relocated, other than Country A?",Soviet,Soviet Union
4hop1__399219_765799_282674_759393,4,shorten,content,1,3,1.0,1.0,What is the seat of the county sharing a border with the county in which Valley New School is located?,Green Bay,Green Bay
4hop1__436202_378185_282674_759393,4,formality,style,1,2,1.0,1.0,What is the seat of the county sharing a border with the county in which J.P. Hayes was born?,Green Bay,Green Bay
4hop1__436202_378185_282674_759393,4,shorten,content,2,1,1.0,1.0,What is the seat of the county sharing a border with the county in which J.P. Hayes was born?,Green Bay,Green Bay
4hop1__638988_17130_70784_61381,4,elaborate,content,0,2,1.0,1.0,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,1932,1932
4hop1__638988_17130_70784_61381,4,elaborate,content,0,3,1.0,1.0,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,1932,1932
4hop1__638988_17130_70784_61381,4,elaborate,content,1,3,1.0,1.0,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,1932,1932
4hop1__638988_17130_70784_61381,4,elaborate,content,2,3,1.0,1.0,When was the region immediately north of the region where the country in which Aluf can be found is located and the Persian Gulf established?,1932,1932
4hop1__749065_698949_157828_239539,4,elaborate,content,1,1,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,elaborate,content,1,2,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,elaborate,content,1,3,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,formality,style,0,1,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,0,1,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,0,2,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,0,3,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,1,1,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,1,2,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,1,3,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,2,1,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,2,2,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,paraphrase,style,2,3,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__749065_698949_157828_239539,4,shorten,content,0,1,1.0,1.0,"Where are the headquarters of the Radio Television, of the country whose co-official language was used in the film named after the city where Slavko Šurdonja?",Pristina,Pristina
4hop1__802394_153080_159767_81096,4,formality,style,2,2,1.0,1.0,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,Mario Andretti,Mario Andretti
4hop1__802394_153080_159767_81096,4,formality,style,2,3,1.0,1.0,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,elaborate,content,0,1,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,elaborate,content,0,3,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,elaborate,content,2,1,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,elaborate,content,2,2,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,elaborate,content,2,3,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,formality,style,2,1,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,formality,style,2,2,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,shorten,content,0,2,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,shorten,content,0,3,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,shorten,content,2,1,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,shorten,content,2,2,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__813171_153080_33897_81096,4,shorten,content,2,3,1.0,1.0,Who won the indy car race in the largest populated city in the state that the performer of Changes Two is from?,Mario Andretti,Mario Andretti
4hop1__88342_49853_128008_46894,4,elaborate,content,0,1,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,elaborate,content,2,3,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,formality,style,1,1,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,formality,style,2,1,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,formality,style,2,2,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,formality,style,2,3,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,paraphrase,style,1,2,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,paraphrase,style,1,3,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop1__88342_49853_128008_46894,4,shorten,content,0,1,1.0,1.0,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,Bill Bergen
4hop2__161602_474028_88460_21062,4,elaborate,content,1,1,1.0,1.0,Can foreign tourists cruise to the country between the nation that hosted 2020 AFC U-23 Championship qualification and the one that contains A Don.?,It is not possible for foreigners to go to/from Myanmar by sea or river.,Myanmar
4hop2__5206_14670_8987_8529,4,elaborate,content,0,2,1.0,1.0,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1943–1992
4hop2__5206_14670_8987_8529,4,elaborate,content,0,3,1.0,1.0,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1943–1992
4hop2__5206_14670_8987_8529,4,paraphrase,style,0,3,1.0,1.0,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1943–1992
4hop2__5206_14670_8987_8529,4,paraphrase,style,2,1,1.0,1.0,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1943–1992
4hop2__5206_14670_8987_8529,4,shorten,content,1,1,1.0,1.0,"When was ""Slavs"" used in the national anthem of the country whose military having the Air Defense Artillery was unprepared for the invasion of the country conquered by the Pact?",1943–1992,1943–1992
4hop2__71753_158279_70784_61381,4,elaborate,content,2,2,1.0,1.0,When was the region immediately north of the region where Israel is located and the final destination for the export crops established?,1932,1932
4hop2__71753_158985_70784_61381,4,formality,style,1,3,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_158985_70784_61381,4,shorten,content,0,1,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_158985_70784_61381,4,shorten,content,0,2,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_158985_70784_61381,4,shorten,content,0,3,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_158985_70784_61381,4,shorten,content,1,1,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_158985_70784_61381,4,shorten,content,1,2,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_158985_70784_61381,4,shorten,content,1,3,1.0,1.0,When was the region immediately north of the region where Israel is located and the site of the most growth in desalination for agricultural use established?,1932,1932
4hop2__71753_623626_70784_61381,4,elaborate,content,1,3,1.0,1.0,When was the region that lies to the north of where israel is located and the body of water where Kharg Island is located established?,1932,1932
4hop2__9988_158279_70784_79935,4,formality,style,0,3,1.0,1.0,"When was the region that lies to the north of what used to be known as the ""Near East"" and the location of the final destination of exported crops created?",1930,1930
4hop2__9988_158279_70784_79935,4,paraphrase,style,1,1,1.0,1.0,"When was the region that lies to the north of what used to be known as the ""Near East"" and the location of the final destination of exported crops created?",1930,1930
4hop2__9988_158279_70784_79935,4,paraphrase,style,1,2,1.0,1.0,"When was the region that lies to the north of what used to be known as the ""Near East"" and the location of the final destination of exported crops created?",1930,1930
4hop2__9988_158279_70784_79935,4,paraphrase,style,1,3,1.0,1.0,"When was the region that lies to the north of what used to be known as the ""Near East"" and the location of the final destination of exported crops created?",1930,1930
4hop3__193820_466199_128875_72134,4,shorten,content,0,3,1.0,1.0,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,1839,1839
4hop3__193820_466199_128875_72134,4,shorten,content,1,2,1.0,1.0,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,1839,1839
4hop3__193820_466199_128875_72134,4,shorten,content,1,3,1.0,1.0,When did the town WLUJ is licensed in become capitol of the state where Brantley York was born?,1839,1839
4hop3__193820_466199_695123_72134,4,elaborate,content,0,1,1.0,1.0,When did the town WIZE is licensed in become capitol of the state where Brantley York was born?,1839,1839
4hop3__312119_132409_146285_35031,4,elaborate,content,2,1,1.0,1.0,"Among the top five largest urban areas in the state where Getting Away with Murder's performer was formed, where does city in which Alexander Golitzen died rank?",third-largest,third-largest
4hop3__601548_836463_161616_77103,4,formality,style,1,1,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,formality,style,1,2,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,formality,style,1,3,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,formality,style,2,1,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
4hop3__601548_836463_161616_77103,4,formality,style,2,2,1.0,1.0,When did the birthplace of the Live and Beyond performer become the capitol of the state Knowles was from?,1839,1839
